itemID|title|author|publisher|main topic|subtopics
34202|Nur mal schnell das Faultier wecken|Knut KrÃ¼ger|dtv Verlagsgesellschaft|YXHB|[5AJ,YFB,YFC,YFP,YFQ,YXHB]
43491|Helden des Olymp 01: Der verschwundene Halbgott|Rick Riordan|Carlsen Verlag GmbH|QRSG|[5AN,QRSG,QRSL,YFC,YFH,YFJ]
72772|Die Erben der Nacht - Draculas Erwachen|Maike Stein, Ulrike Schweikert|cbt|YFZV|[5AN,1DFG-DE-VH,1DNN,1DST,1DXR,YFC,YFH,YFM,YFZV]
48445|Grace and Fury|Tracy Banghart|Hachette Children's  Book|YFHR|[5AN,4CL,YFM]
66695|Das Alte Ã„gypten|Federica Magrin|White Star Verlag|YBG|[5AF,4CD,YBL,YNH]
46369|Tote MÃ¤dchen lÃ¼gen nicht|Jay Asher|cbt|YXGS|[5AP,4CL,FBA,FXB,FYT,YFB,YFCB,YP,YXGS,YXHB,YXQ]
66958|Der Weg der KÃ¶nige|Brandon Sanderson|Heyne Taschenbuch|FMB|[FYT]
67239|Star Wars: Light of the Jedi (The High Republic)|Charles Soule|Random House LCC US|FLS|[FB,FJ]
64277|Disney Die EiskÃ¶nigin 2: Magischer MalspaÃŸ||Nelson Verlag|YBGC|[5AC,5LB,5LC,4CA,JNLA,YBLD,YBLH,YNA,YNV]
23624|Freundebuch - Rulantica - Meine Freunde||Coppenrath F|YBCH|[5JB,YBCH,YBG,YBL,YFHD,YZS]
30837|Der Bruder des Wolfs|Robin Hobb|Penhaligon|FMB|[]
67653|Die Saat des weiÃŸen Drachen|Uwe Eckardt|Bookmundo Direct|FM|[]
63632|FÃ¼ller-KnÃ¼ller-Abenteuer||Pro Business|YFC|[5AL,YBL,YFS]
42460|Kinder basteln tolle Sachen|frechverlag|Frech Verlag GmbH|WFTM|[5AD,5JA,5JB,WFTM,YBG,YBL]
23630|Morgen lieb ich dich fÃ¼r immer|Jennifer L. Armentrout|cbt|YFM|[5AQ,1KBB,YFB,YFM,YXD,YXE,3MRBF]
25989|Sharing Seeds of Kindness - Greek|Kathy Matesic|LIGHTNING SOURCE INC|YXHB|[YF,YXPB,YXQ]
52582|Unser KÃ¶rper|Katie Stokes|Yes Publishing|YBGC|[5AC,YBL,YNTA]
28667|Paper Towns|John Green|Penguin LCC US|YXHB|[5AN,5AQ,YFB,YFM,YXS]
51908|Paper Towns|John Green|Bloomsbury UK|YFB|[5AN]
42374|Vicky Bo's tolles Mitmachbuch und Malbuch fÃ¼r MÃ¤dchen. Ab 6 bis 10 Jahre|Vicky Bo|Vicky Bo|WFTM|[5AF,5AG,5AH,5AJ,5AK,5HKA,5HKB,5HPD,5HPF,5HRA,5HRB,5HRC,5HRD,5JA,WZG,YBG,YBL,YZG,YZS]
71272|Young Sherlock Holmes 06. Der Tod ruft seine Geister - Der junge Sherlock Holmes ermittelt in Irland|Andrew Lane|FISCHER Taschenbuch|YFCF|[5AN,5AQ,1DDR,1DDU-GB-ESL,YFT]
13246|Die Geschichten von Yggdrasil|Luci van Org|Edition Roter Drache|FN|[5AL,FM,FW]
35613|Wie die Sonne in der Nacht|Antje Babendererde|Arena Verlag GmbH|YFCB|[5AQ,YFCB,YFM,YXHB]
69929|Mein Haufen Freunde - Kindergartenalbum|Kerstin Schoene|Thienemann|YBC|[5AC,5AD,YBL,YZG]
64501|Damnation|James Harrington|James Harrington|FM|[]
37984|Mein groÃŸes RÃ¤uber Hotzenplotz-RÃ¤tselbuch|Otfried PreuÃŸler|Thienemann|YBG|[5AF,5AG,YBL,YF]
76500|Aus den Filmen zu Harry Potter: Der Honigtopf - Das Buch der magischen DÃ¼fte|Daphne Pendergrass, Jenna Ballard|Panini Verlags GmbH|ATF|[5AK,FZ,YBL,YFH]
43911|Die drei ??? Kids: 4 BÃ¤nde im Schuber (SOS Ã¼ber den Wolken, Spuk in Rocky Beach, Die Gruselfalle, Mi|Ulf Blanck, Boris Pfeiffer|Carlsen Verlag GmbH|YFCF|[5AJ,5LD,YFB]
42092|Virals|Kathy Reichs|Cornerstone|YFB|[]
651|False Value|Ben Aaronovitch|Orion Publishing Group|FFP|[FBA,FMX]
36309|Das Druidentor|Wolfgang Hohlbein|Piper Verlag GmbH|FM|[FD]
52898|Die Chronik der Unsterblichen 16. Dunkle Tage|Wolfgang Hohlbein|LYX|FMH|[5JA,5JB,1DFG,FMH,3KLN]
60117|The Subtle Knife|Philip Pullman|Scholastic Ltd.|YFC|[5AM,5AN,YFH]
42500|The Mortal Instruments 04. City of Fallen Angels|Cassandra Clare|Walker Books Ltd.|YFH|[5AN,FM,FR]
9690|GRRM - Eine Retrospektive Band 2|George R. R. Martin|Fanpro|DNB|[FK,FL,FM]
62844|Die Namenlose KÃ¶nigin|Rebecca McLaughlin|LÃ¼bbe|FMB|[5AT,FMX,FYT]
6417|Die Tochter des Magiers - Die komplette Trilogie|Torsten Fink|Blanvalet Taschenbuchverl|FMB|[1HBE-AA-M]
22918|Der Bagger|Andrea Erne|Ravensburger Verlag|YBLT|[5ABK,YNTG,YNTP,YNTR]
68024|Nacht Ã¼ber Frost Hollow Hall|Emma Carroll|dtv Verlagsgesellschaft|YXHB|[5AL,5HRD,1DDU-GB-E,YFD,YFT,YXE,YXG,YXHB,YXHL,3MNQX]
62411|Royal: Ein KÃ¶nigreich aus Glas|Valentina Fast|Carlsen Verlag GmbH|YFHR|[5AQ,YFB,YFE,YFM]
370|Die Auslese - Die komplette Trilogie|Joelle Charbonneau|Blanvalet Taschenbuchverl|FBA|[FBA,FDB,FLQ,FM,FYT]
10438|Star Wars: Handbuch der Imperialen StreitkrÃ¤fte|Daniel Wallace|Panini Verlags GmbH|WDHW|[5AN,FLS,FM,FYT,FZ]
75127|City of Ashes|Cassandra Clare|Goldmann TB|FM|[1KBB-US-WPCA]
57020|Erebos|Ursula Poznanski|Murdoch Books|YFCB|[5AN,5AQ,1DFA]
35353|Obsidian|Jennifer L. Armentrout|Macmillan USA|YFG|[YFC,YFH,YFM]
6095|Mein verzauberter Garten|Johanna Basford|Knesebeck Von Dem GmbH|YNPG|[5AJ,WFX,WZG,YBL]
74311|Star Wars: Light of the Jedi (The High Republic)|Charles Soule|Random House LCC US|FLS|[FB,FJ,FYV]
52248|Telling the Time|Roger Priddy|Priddy Books|YBLJ|[]
69862|The Lady of the Sorrows - Special Edition|Cecilia Dart-Thornton|Quillpen Pty Ltd t/a Leaves of Gold Press|FM|[]
78796|Und wieder schreit der Frieder Oma|Gudrun Mebs|FISCHER KJB|YXZ|[5AF,5AG,YF,YXZ]
37794|Midnight Chronicles - Todeshauch|Bianca Iosivoni, Laura Kneidl|LYX|FMR|[5JA,1D,3MRB]
34109|Leo Lausemaus - Meine Kindergartenfreunde||Lingen, Helmut Verlag|YBL|[5AC,YZ]
40275|Altered Carbon - Das Unsterblichkeitsprogramm|Richard Morgan|Heyne Taschenbuch|FLC|[]
38476|Traktoren und andere Fahrzeuge||Neuer Favorit Verlag|YB|[]
43853|Bauernhoftiere||Neuer Favorit Verlag|YB|[]
62842|Mein groÃŸes Schablonen-Buch - Meerjungfrauen|Elizabeth Golding|Edition Michael Fischer|YBGC|[YB,YBG,YBGC,YBL]
32318|Lustige Tiere||Neuer Favorit Verlag|YB|[]
22953|Tales of Terror from the Tunnel's Mouth|Chris Priestley|Bloomsbury Publishing PLC|YFD|[]
38536|Basar der bÃ¶sen TrÃ¤ume|Stephen King|Heyne||[FH,FK,FKM]
67733|Royal: Eine Hochzeit aus Samt|Valentina Fast|Carlsen Verlag GmbH|YFHR|[5AQ,FM,FMR,FN,FR,FXB,YFB,YFE,YFHR,YFM]
9671|Das Schwarze Auge Regelwerk 5. Edition|Alex Spohr, Jens Ullrich, Tobias Rafael Junge|Ulisses Spiel & Medien|WDHW|[WDHW]
20577|Midgard Worldbook|Wolfgang Baur, Richard Green|Open Design LLC|WDHW|[]
41393|Feral Moon 2: Der schwarze Prinz|Asuka Lionera|Carlsen Verlag GmbH|YFHR|[5AT,5AX,5JA,5LKE,6FG,FBA,FMB,FMM,FMR,FMX,FN,FRD,FRM,FRT,FXB,YFHR,YFJ]
22153|Through the Zombie Glass|Gena Showalter|HARLEQUIN SALES CORP|YFD|[]
55531|WeihnachtskÃ¼sse und SchneegestÃ¶ber|Emily Lewis|Oetinger Taschenbuch GmbH|YFM|[5AQ,5HPD,1DDU-GB-E,6RA,FS,YFM]
38440|Oskar und das Geheimnis der verschwundenen Kinder|Claudia Frieser|dtv Verlagsgesellschaft|YFCF|[5AL,1DFG-DE-TBD,YFCF,YFT,3KLY]
52038|Herr Pfefferminzky|C. T. Mehrhof|Papierfresserchens MTM-VE|YFB|[5AK,YFB,YFH,YFJ]
49358|Die Kurzhosengang|Victor Caspak, Yves Lanois, Zoran Drvenkar|Carlsen Verlag GmbH|YFC|[5AL,1KBC,1KBC-CA-OSM,YFQ]
24467|Das Peanuts(TM) Buch|Simon Beecroft|Dorling Kindersley Verlag|YNUC|[5AL,AKLC,WZG,XY,YBL,YNF,YNUC,YR,YZG]
27035|Mission Ostern - Finde den Eierdieb!||Edition Michael Fischer|WDK|[5AG,5HPF,WDK,YBG,YBL]
31720|Das Buch der seltsamen WÃ¼nsche|Angie Westhoff|Oetinger Taschenbuch GmbH|YXHB|[5AL,YFC,YFM]
39692|Escape-Stickerbuch - Nachts im Museum|Philip Kiefer|Ars Edition GmbH|YBG|[5AJ,YBG,YBL,YFCF,YNVP]
25115|Freundebuch - Pferdefreunde - Stute mit Fohlen||Coppenrath F|YNNH4|[5JA,YBCH,YBG,YBL,YNNH4,YZS]
14893|The Perfectionists|Sara Shepard|Hot Key Books|YFCF|[5AN,5AQ,YFCB,YFM]
32267|Das VermÃ¤chtnis der WÃ¶lfe Teil 3 - Zwang|Farina de Waard|Fanowa|FM|[]
3101|Things to do Before the End of the World|Emily Barr|Penguin Books Ltd (UK)|YFCB|[5AN,YFCF,YFM,YFN]
44558|The Light Brigade|Kameron Hurley|SAGA PR|FLS|[FLG,FLR]
34386|Dark Blue Rising|Teri Terry|Hachette Children's  Book|YNNB1|[5AN,YFCB,YXD,YXF,YXH]
29990|Star Wars(TM) - Episode IV - Eine neue Hoffnung|George Lucas|Blanvalet Taschenbuchverl|FLS|[FM,FYT]
33444|Edgeland|Jake Halpern, Peter Kujawinski|Hot Key Books|YFCB|[5AN,YFD,YFH]
21033|Die Kane-Chroniken 01: Die rote Pyramide|Rick Riordan|Carlsen Verlag GmbH|QRSA|[5AN,1HBE,QRSA,YFC,YFH,YFJ]
39204|Die Kane-Chroniken 02: Der Feuerthron|Rick Riordan|Carlsen Verlag GmbH|QRSA|[5AN,1HBE,QRSA,YFC,YFH,YFJ]
76704|Der kleine Hobbit|John Ronald Reuel Tolkien|dtv Verlagsgesellschaft|FBC|[5AL,5AN,FBC,FM,FMB,FYT,YFH]
44027|Der kleine Hobbit Veredelte Mini-Ausgabe|John Ronald Reuel Tolkien|dtv Verlagsgesellschaft|FBC|[5AL,5AN,FBC,FM,FMB,FYT,YFH]
31150|Die Ordensburg|Bernhard Hennen|Heyne Taschenbuch|FMB|[]
39748|Divergent Series Boxed Set (Books 1-4)|Veronica Roth|Harper Collins Publ. UK|YFB|[5AQ]
13542|Die Insel der 1000 Gefahren|Edward Packard|Ravensburger Verlag|YFCA|[5AL,5AR,XQG]
43889|Fahrenheit 451|Ray Bradbury|Harper Collins Publ. UK|FLC|[]
47135|Schwarzmondlicht|Melanie Vogltanz|Books on Demand|FMX|[3M]
23408|Once Upon a Dream: A Twisted Tale|Liz Braswell|Hachette Book Group USA|YF|[Y]
22188|Mount Caravan|Anna Ruhe|Arena Verlag GmbH|YFH|[5AL]
69886|ELFENKÃ–NIG|Holly Black|cbt|YFH|[5AQ,1KBB,FM,FN,3MRBF]
45660|Fantastic Beasts and Where to Find Them|J.K. Rowling|Bloomsbury Publishing PLC|YFB|[YFH]
60714|Im Bann der JÃ¤gerin|Christine Feehan|Heyne Taschenbuch|FMR|[1KBB,FMX,FRX,3MRBF]
65467|Obsidian 02: Onyx. Schattenschimmer (mit Bonusgeschichten)|Jennifer L. Armentrout|Carlsen Verlag GmbH|YFHR|[5AQ,1KBB,FMR,FMX,YFB,YFM]
2124|Chasing Darkness. Das Herz eines DÃ¤mons|B. E. Pfeiffer|Carlsen Verlag GmbH|YFHR|[5AT,5AX,5JA,FBA,FM,FMM,FMR,FMW,FMX,YFE,YFH,YFHR,YFM]
67038|Disney Raya und der letzte Drache Das offizielle Buch zum Film|Julia March|Dorling Kindersley Verlag|ATF|[5AF,ATF,GB,WZG,YBL,YNF,YR,YRG,YZG]
19721|Das Schicksal der Rose|Cassandra Seven|Books on Demand|FMR|[FRM]
48813|Die geheimnisvolle Insel|Jules Verne|Hofenberg|FKW|[]
52938|Die Unsichtbaren|Thea Harrison|Teddy Harrison LLC|FRT|[]
63843|Maximum Ride 09: Forever|James Patterson|Random House Children's|YFB|[5AN,FJ,FL,FM,YFC,YFG,YFH]
33516|Twilight|Stephenie Meyer|PERFECTION LEARNING CORP|YFHR|[]
56860|Die TÃ¤nzerin am Abgrund|Brandon Sanderson|Heyne Taschenbuch|FMB|[]
72530|My Bullet Journal zum AusfÃ¼llen und Gestalten||Edition Michael Fischer|YZSN|[WJ,WZG,YBG,YBL,YX]
51198|Mystic Highlands 5: FeenhÃ¼gel|Raywen White|Carlsen Verlag GmbH|FMB|[5AT,5JA,6FG,FMB,FMR,FN,FRT]
21325|Gesammelte Werke 6|Boris Strugatzki|Heyne Verlag|FYT|[1DTA,FL,FYT]
14399|Ich, Caesar, und die Bande vom Kapitol, Live aus dem alten Rom|Frank Schwieger|dtv Verlagsgesellschaft|NHDA|[5AL,1QBAR,NHC,NHDA,YF,YNH,3CT,3KBF]
22584|Der Kleine Prinz: Mein Malbuch|Antoine de Saint-ExupÃ©ry|Edition XXL GmbH|YBL|[5AF]
63500|b.b. free|Gabby Rivera|Boom Studios|XADC|[YF]
78822|Ostern kreativ! - fÃ¼r Kids|Daniela Fugger, Verena WÃ¶hlk Appel, Natalie Kramer|Edition Michael Fischer|YBL|[5HPF,WD,YB]
27385|Dinosaurier-Origami||Neuer Favorit Verlag|WFTM|[YNV]
37343|Kein Keks fÃ¼r Kobolde|Cornelia Funke|FISCHER Taschenbuch|YFH|[5AJ]
3575|Entfesseltes Herz|J. R. Ward|Heyne Taschenbuch|FM|[]
14619|Witz und Weisheiten des Tyrion Lennister|George R. R. Martin|Penhaligon|FMB|[QD,XQM]
72241|WAS IST WAS Quiz Rekorde der Erde|Carolin Langbein|Tessloff Verlag|WDKX|[5AJ,WDK,WDKX,WHJ,YBL,YNN,YNT]
57512|WAS IST WAS Quiz Deutschland||Tessloff Verlag|WDKX|[5AJ,1DFG,2ACG,RG,WDKX,YBL,YNN,YNVP,YZG]
57906|WAS IST WAS Quiz Rekorde der Tierwelt. Ãœber 100 Fragen und Antworten! Mit Spielanleitung und Punktew|Inga Klingner|Tessloff Verlag|WDKX|[5AJ,WHJ,YBL,YNG,YNN]
64413|Bibi & Tina - RÃ¤tseln - Stickern - Basteln||Schwager und Steinlein|YNNH4|[5AF,YBCH,YBG,YBGC,YBL,YNNH4,YNVP,YZG]
32712|WAS IST WAS Quiz Europa||Tessloff Verlag|WDKX|[5AJ,1D,2ACG,RG,WDKX,YBL,YNN,YNVP,YZG]
53277|WAS IST WAS Natur und Tiere Quiz||Tessloff Verlag|YBLL|[5AJ,YNV]
9808|Das Silmarillion|John Ronald Reuel Tolkien|Klett-Cotta Verlag|FMB|[FYT,YFH]
8973|Dinosaurier|Joachim Mallok, Johann Brandstetter|Carlsen Verlag GmbH|YNNA|[5AC,4CA,YBCS,YBLL,YNNV,3B]
45686|The Silmarillion|John Ronald Reuel Tolkien|Harper Collins Publ. UK|FM|[]
9265|Das Mach-Malbuch. LEGOÂ® NINJAGOÂ®||Dorling Kindersley Verlag|YNPH1|[5AH,YBCH,YBG,YBL,YNPH1,YNVD1,YNVD3,YNVM]
22328|Young Sherlock Holmes 02. Das Leben ist tÃ¶dlich|Andrew Lane|FISCHER Taschenbuch|YFCF|[5AN,1DDU-GB-ESL,1KBB-US-NAK,1QSA,YFT]
11722|Carlotta 03: Film ab im Internat!|Dagmar HoÃŸfeld|Carlsen Verlag GmbH|YFB|[5AL,YFS]
31623|PAW Patrol Adventskalender Kratzbuch||Schwager und Steinlein|YBCS1|[5AC,5HPD,5HPDA,1KBB,WFTM,Y,YBCS1,YBG,YBGC,YBL,YZG]
39029|Kreative Kratzkunst: Dinosaurier|Anton Poitier|Carlsen Verlag GmbH|YBGC|[5AF,5LC,YBG,YBL,YNA]
17176|Kreative Kratzkunst: Tiere|Anton Poitier|Carlsen|YBGC|[5AF,5LB,YBLD,YBLH,YBLL]
6386|Harry Potter and the Half-Blood Prince - Hufflepuff Edition|J. K. Rowling|Bloomsbury UK|FBA|[FM,YFB,YFC,YFH]
52175|Harry Potter(TM) - Winterzeit in Hogwarts||AMEET Verlag|YBG|[YBL]
69428|Janosch Magnet-Spiel-Buch||Schwager und Steinlein|YBC|[5AD,X,YBC,YBG,YBL,YZG]
62691|Geschichten von Paddington|Michael Bond|Beltz GmbH, Julius|YNNJ23|[5AF,YFC,YFP,YNNJ23]
29851|Overlord, Vol. 3 (light novel)|Kugane Maruyama|Little, Brown & Company|FL|[]
34863|Black Blade|Jennifer Estep|Piper Verlag GmbH|YFHR|[5AQ,5AX,FMR,FMX,YFM]
62746|Black Blade|Jennifer Estep|Piper Verlag GmbH|YFH|[5AQ,5AX,FMX,YFHR]
52605|EXIT - Das Buch: Tagebuch der Zeit|Dimitris Chassapakis|Franckh-Kosmos|YBL|[WDM,YF]
68780|EXIT - Das Buch - Logbuch 1907|Giorgos Kiafas|Franckh-Kosmos|YNVP|[YBG]
48428|Mick Harte Was Here|Barbara Park|RANDOM HOUSE|YXG|[YF,YXE]
63302|Forever, Ida - Und raus bist du|Alex Pohl|cbt|YFCF|[5AQ,YFCF,YXD,YXGS,YXHB,YXHL,YXLD2,YXQ,3MRBH]
10994|Bis Utopia|Marlon Thorjussen|epubli|FL|[]
52523|Der Pakt der BÃ¼cher|Kai Meyer|FISCHER Taschenbuch|FMM|[1DDU-GB-ESL,FBA]
513|Geheimnisvolle Sticker-Welt: Tiere im Wald|Carola von Kessel|moses. Verlag GmbH|YNV|[5AG]
16543|Mein erstes Stickerbuch: Ostern|Jessica Greenwell|Usborne Verlag|YBG|[5AC,5HPF,YBL]
63587|Der Wasser-Ãœberraschungs-Pinsel - Jesus und seine Wunder||SCM Brockhaus, R.|YBCB|[5AC,YBG]
52577|Das Genesis Backup 2|Dale Harwin|epubli|FL|[]
67332|Rhythm of War|Brandon Sanderson|Orion Publishing Group|FM|[]
27155|Funkelnde Zauberwesen. Krickel-Kratz-Malbilder|Marie Rose Boisson|Arena Verlag GmbH|YBG|[5AH,YBL]
30366|Die Stimmen des Abgrunds|Peter V. Brett|Heyne Taschenbuch|FMB|[FL]
66559|Zauberhafter Malblock||Coppenrath F|YBCH|[5AF,5JA,YBCH,YBG,YBGC,YBL,YNV,YZS]
21199|Mein superdicker Pferdefreunde-Malblock||Coppenrath F|YNNJ24|[5AF,5JA,YBCH,YBG,YBGC,YBL,YNNJ24,YNV]
41046|Engelsflammen|Lauren Kate|cbt|YFHR|[5AP]
30593|The Dragon Reborn|Robert Jordan|TOR BOOKS|FMB|[]
60352|Die Nebel von Avalon|Marion Zimmer Bradley|FISCHER Taschenbuch|FMB|[FYT,YP]
23305|The Hundred and One Dalmatians Modern Classic|Dodie Smith|Egmont UK Ltd|YFA|[YFP]
30930|Dark Elements - Funkelnde Gnade|Jennifer L. Armentrout|Mira Taschenbuch Verlag|FMR|[FMR,FMX,FRT,YF]
1397|Der Name des Windes|Patrick Rothfuss|Klett-Cotta Verlag|FMB|[FYT]
3051|Elfenmacht|Bernhard Hennen|Heyne Verlag|FMB|[]
13996|Wonder|R. J. Palacio|Random House Children's|YXQF|[5AK,YFS,YP,YXD,YXF]
77392|BerÃ¼hrung der Nacht|Lara Adrian|LYX|FBA|[5JA,1KBB,F,FB,FBA,FM,FMR,FR,FRD,FRT,3MRB]
62489|Black Sun|Rebecca Roanhorse|GALLERY BOOKS|FMB|[1K,FB,FMH]
67779|Star Wars(TM) - Der Erbe der Jedi-Ritter|Kevin Hearne|Blanvalet|FLS|[FM,FYT]
47180|Pass auf im StraÃŸenverkehr|Angela Weinhold|Ravensburger Verlag|YNMK|[5AD,YBL,YNTR,YXR,YXZG]
43192|Im Zeichen der Mohnblume - Die Schamanin|R.F. Kuang|Blanvalet Taschenbuchverl|FMB|[]
61749|Six of Crows|Leigh Bardugo|Hachette Children's  Book|YFHR|[5AN,4CL,YFM]
31415|Glitzer-Sticker-Malblock. Prinzessinnen||Tessloff Verlag|YBGC|[5AF,YBL]
37184|Feuerwehrmann Sam: BrandheiÃŸer Sticker- und MalspaÃŸ||Panini Verlags GmbH|YBCH|[5AC,YBCH,YBG,YBGC,YBL,YBLP,YBLT]
60127|Erstes Stickern Prinzessin||Ars Edition GmbH|YBG|[5AC,YBG]
24700|Young Elites|Marie Lu|Oetinger Taschenbuch GmbH|YF|[5AQ]
5926|Scavengers|Darren Simpson|Usborne Publishing Ltd|YFB|[4CL,YFN]
49994|Mein superdicker Mal- und Bastelblock. Frohe Ostern!||Arena Verlag GmbH|YBGC|[5AD,5HPF,YBL]
15763|Die Dinosaurier|Angela Weinhold|Ravensburger Verlag|YNNA|[5ABK,YBLL,YNNA]
30421|Entdecke den Bauernhof|Inka Friese|Ravensburger Verlag|YNNF|[5AD,YBCB,YBG,YBL,YNML,YNNF]
25946|Mr. Men Box Set|Roger Hargreaves|PRICE STERN SLOAN INC|YFQ|[]
14134|Das Silmarillion|John Ronald Reuel Tolkien|Klett-Cotta Verlag|FMB|[FYT,YFH]
56275|Tagebuch - Einhorn-Paradies - Mein Tagebuch||Coppenrath F|WZSN|[5JA,YBL,YFH,YZS]
32218|Vampire Academy Box Set 1-6|Richelle Mead|Penguin LCC US|YXHB|[5AN,YFD,YFG,YFH,YFM,YFS,YNX]
47901|Almost|Anne Eliot|dtv Verlagsgesellschaft|JBFK2|[5AQ,5JA,1KBB,FRD,FYT,JBFK2,VFJM,YFM,YXQ]
75337|Verlockung der Dunkelheit|Lara Adrian|LYX|FBA|[5JA,1KBB,F,FB,FBA,FM,FMR,FR,FRD,FRT,3MRB]
40140|Alisya|Peter Zimmermann|Books on Demand|FL|[5X]
64385|Usborne Minis - OsterrÃ¤tsel|Simon Tudhope|Usborne Verlag|YBG|[5HPF]
32194|Das Silmarillion|John R. R. Tolkien|Klett-Cotta Verlag|FBC|[FBC,FMB,FMH,FYT]
54325|Neverwhere. Illustrated Edition|Neil Gaiman|Harper Collins Publ. USA|FMX|[1DDU-GB-ESL,FB]
20457|Wicked - Eine Liebe zwischen Licht und Dunkelheit|Jennifer L. Armentrout|Heyne Taschenbuch|FMR|[1KBB-US-SWLN,3MRB]
74733|The Infernal Devices: Clockwork Angel/Clockwork Prince/Clockwork Princess|Cassandra Clare|MARGARET K MCELDERRY BOOKS|YFC|[1D,YFH,YFT]
28704|Die Chroniken von Narnia 02. Der KÃ¶nig von Narnia|Clive Staples Lewis, C. S. Lewis|Ueberreuter, Carl Verlag|YFH|[5AL,5HPD,FM,YFH,YFJ]
24351|Pretty Little Liars 01 - Unschuldig|Sara Shepard|cbt|YFCF|[5AQ,1KBB,YFM]
5911|Skulduggery Pleasant 09. Das Sterben des Lichts|Derek Landy|Loewe Verlag GmbH|YNXB3|[5AN,5AQ,4Z-DE-D,FFD,FFK,FJ,FK,YFB,YFC,YFD,YFH,YNXB3]
3976|Transport 4|Phillip P. Peterson|Books on Demand|FLS|[]
24121|Wir pfeifen auf den GurkenkÃ¶nig|Christine NÃ¶stlinger|Rowohlt Taschenbuch|YFB|[5AJ,5AK,4CD,1DFA,WH,YFB,YFH,YFN,YFQ,YP]
27477|Die Splitter der Macht|Brandon Sanderson|Heyne Taschenbuch|FMB|[FMB,FYT]
49630|Expedition to the Mountains of the Moon|Mark Hodder|Snowbooks Ltd|FMH|[]
"13186|""Hau ab, du Flasche!""|Ann Ladiges|Rowohlt Taschenbuch|YFB|[5AN,4CF,YFB,YXJ]"
39667|Miraculous: Superstarker Sticker- und MalspaÃŸ|Panini|Panini Verlags GmbH|YBCH|[5AG,YBGC,YBL]
39166|Miraculous: Zeichne deine Helden Schritt fÃ¼r Schritt|Panini|Panini Verlags GmbH|YBGC|[5AG,AFFC,AGH,AGZ,WFA,YBL]
63090|Babylon's Ashes|James S. A. Corey|Little, Brown Book Group|FL|[]
36243|Chain of Gold|Cassandra Clare|Goldmann Verlag|FMR|[1DDF-FR-LA,1DDU-GB-ESL,FM,FMR,FMX,FYT,3MNQ-GB-V,3MPBA]
46874|Der ErlÃ¶ser|J. R. Ward|Heyne Taschenbuch|FRT|[1KBB-US-NAK,FM,3MRBF]
18259|Das Schweigen der Sterne|M. B. Henning|Books on Demand|FLS|[]
3938|Angel Mage|Garth Nix|Orion|FJ|[]
16389|The Left-Handed Booksellers of London|Garth Nix|Orion Publishing Group|FMB|[FJ,FL]
24340|LEGOÂ® NINJAGOÂ® - 1001 Sticker||AMEET Verlag|YBG|[YBL]
62231|The Russian Cage, Volume 3|Charlaine Harris|SAGA PR|FMH|[FH,FMT]
46684|Beren and Luthien|John Ronald Reuel Tolkien|Harper Collins Publ. UK|FM|[FN]
75617|RÃ¤tsel querbeet|Sibylle Bamberger|Francke Buchhandlung GmbH|YBG|[5AH,5PGM,YBG,YBL,YNR]
66143|Nevernight|Jay Kristoff|THOMAS DUNNE BOOKS|FMB|[FLM,FMH]
61073|Always and forever, Lara Jean|Jenny Han|dtv Verlagsgesellschaft|YFM|[5AP,5HRB,1KBB,YXF,YXW,3MRBF]
23892|Die Erben der Nacht - Vyrad|Ulrike Schweikert|cbt|YFH|[5AN,1DDU-GB-ESL,YFT,3MNQ]
75074|Ã„ngstlich, wÃ¼tend, frÃ¶hlich sein|Doris RÃ¼bel|Ravensburger Verlag|YXE|[5ABK,YBL,YNM,YXD,YXE,YXFD]
78512|Penric's Progress|Lois Mcmaster Bujold|BAEN|FMB|[]
54038|BÃ¼cherkÃ¶nig - Die Bibliothek der flÃ¼sternden Schatten|Akram El-Bahay|LÃ¼bbe|FMB|[1HBE]
77168|Disney Die EiskÃ¶nigin 2: Spiel- und BastelspaÃŸ||Nelson Verlag|YBCH|[5AD,4CA,JNLA,YBGC,YBLD,YBLL,YF,YNA]
44370|Die EiskÃ¶nigin 2 - Magnet-Spiel-Buch||Schwager und Steinlein|YBCS2|[5AD,ATFV,YBCH,YBCS2,YBG,YBL]
29835|Disney Die EiskÃ¶nigin: Sticker-Album-Set||Panini Verlags GmbH|YBCH|[5AD,YBCH,YBG,YBL]
54794|Schnitz mit! Die messerscharfe Kinderschnitzschule|Markus Stickling|Frech Verlag GmbH|YNNB|[5AH,4CD,YBL]
70722|Bauen, tÃ¼fteln, selbermachen|Armin TÃ¤ubner|Frech Verlag GmbH|WFH|[5AG,5HC,5HK,5HP,5HR,WFQ,YBL]
26855|Warhammer 40.000 - Malleus|Dan Abnett|Black Library|FLQ|[FL,FLQ]
17740|Warhammer 40.000 - Ravenor Inquisitor|Dan Abnett|Black Library|FLS|[FL,FLS]
40344|Warhammer 40.000 - Ravenor Venator|Dan Abnett|Black Library|FLS|[FL,FLS]
30644|Warhammer 40.000 - Ravenor Solitarius|Dan Abnett|Black Library|FLS|[FL,FLS]
69527|Warhammer 40.000 - Cadias VermÃ¤chtnis|Justin D. Hill|Black Library|FLQ|[FL,FLQ]
26777|Pariah|Dan Abnett|GAMES WORKSHOP|FLR|[]
