,itemID,title,author,language,collection,isbn,publisher,description,main topic,subtopics
70910,22705,Untergang,Wulf Köhn,,,,epubli,,FL,
70911,68672,Untitled,Tara Ariano,,,,iUniverse,,YFB,YXW
70912,44398,Untitled 1,Steven Butler,,,,Simon & Schuster Ltd,,YFB,
70914,11385,Untitled Mitch Johnson,Mitch Johnson,,,,Hachette Children's Group,,YF,
70915,54789,Unto This Last,E. M. Spencer,,,,Lulu.com,,FL,
70916,15635,Untold,Sarah Rees Brennan,,,,EMBER,,YFM,
70917,5796,Untouchable,Kate Brian,,,,SIMON & SCHUSTER BOOKS YOU,,YF,
70919,76572,Unvergessliche Familienmomente,Marisa Hart,,,,Frech Verlag GmbH,,VFXC,5AD|5HRA|5HRB|5HRC|5HRD|YBG|YBL
70920,51327,Up,Joe Cepeda,,,,HOLIDAY HOUSE INC,,YFC,YFH|YFN
70921,29100,Up North,James Tetrud,,,,AuthorHouse,,FL,
70922,74874,Up Up In A Way,Blair McLean,,,,MoonCrawler Press,,FJ,FL
70923,14394,Up for Air,Laurie Morrison,,,,Abrams & Chronicle Books,,YXHB,YFM|YFR|YFS
70924,62743,Up the Rainbow,Susan Casper,,,,Fantastic Books,,DNT,FM
70926,39055,Uprising (Die Legende der Assassinen 1),Amy Erin Thyndal,,,,Carlsen Verlag GmbH,,FRT,5AT|5AX|5JA|5LKE|1KBB-US-NAK|6FG|FBA|FDB|FMM|FMR|FMW|FMX|FRT|FXD|YFE|YFHR
70927,29811,Upside Down,,,,,Apex Publications,,DNT,FL
70928,34986,Upstairs in My Room,Harrison Turner,,,,MLR PR,,YFC,
70929,56097,Uptown,Brian Collier,,,,PERFECTION LEARNING CORP,,YF,1KBB
70930,50545,Uptown,Bryan Collier,,,,HENRY HOLT,,YF,1KBB
70931,36153,Urar,Anna Erishkigal,,,,Seraphim Press,,FRU,
70932,24379,Urban Fantasy: going intersectional,,,,,Ach je Verlag,,FMX,1DFG|3MRB
70933,7833,Urmakaren,Anna Erishkigal,,,,Seraphim Press,,FRU,
70934,22050,Ursula K. Le Guin: Hainish Novels and Stories Vol. 2 (LOA #297),Ursula K. Le Guin,,,,Library of America,,FL,
70935,39343,Ursula K. Le Guin: The Hainish Novels and Stories: A Library of America Boxed Set,Ursula K. Le Guin,,,,LIB OF AMER,,FLQ,FB
70936,31357,Urugan - Krieger der Elemente 1,Ashan Delon,,,,MAIN Verlag,,FMR,5PSG|FMX
70937,31528,Usborne Minis - Figuren zeichnen,Sam Smith,,,,Usborne Verlag,,YBG,
70938,60600,Usborne Minis - Fingerstempeln: Tiere,Sam Smith,,,,Usborne Verlag,,YBG,
70939,24946,Usborne Minis - Malbuch: Im Dschungel,Sam Smith,,,,Usborne Verlag,,YBG,
70940,10269,Usborne Minis - Malbuch: Ostern,Kirsteen Robson,,,,Usborne Verlag,,YBGC,5HPF
70941,35617,Usborne Minis - Malbuch: Weihnachten,Kirsteen Robson,,,,Usborne Verlag,,YBG,5HPD
70942,64385,Usborne Minis - Osterrätsel,Simon Tudhope,,,,Usborne Verlag,,YBG,5HPF
70943,66430,Usborne Minis - Spiegelbilder zeichnen,Sam Smith,,,,Usborne Verlag,,YBG,
70945,70441,Usborne Minis - Sticker-Kreativbuch: Ostern,Sam Smith,,,,Usborne Verlag,,YBG,5HPF
70946,76621,Usborne Minis: Fingerstempeln Ostern,Sam Smith,,,,Usborne Verlag,,YBG,5HPF|YBL
70947,1088,Usborne Minis: Fingerstempeln Weihnachten,Sam Smith,,,,Usborne Verlag,,YBG,5HPD
70948,13125,Useleus: A Greek Oddity,Wilbur Dawbarn,,,,Bog Eyed Books,,XADC,YFQ|YFT
70949,19593,Useleus: Kraken Up,Alexander Matthews,,,,Bog Eyed Books,,XADC,YFT
70950,4936,Usta,"Agnieszka Wojcik, Tbd",,,,Best Activity Books for Kids,,YBG,
70951,74990,Utsukushii Sekai,Vasily Sukhomlinsky,,,,EJR Language Service Pty. Ltd.,,YFB,YNN|YNT
70952,15527,Utterly Dark and the Face of the Deep,Philip Reeve,,,,David Fickling Books,,YFB,
70953,32902,Uyxoe Coenanne,Eorecnab Ctenanob,,,,Lulu.com,,FL,
70954,78651,V kapkane ljubvi ili popala ty Vika,Viktoriya Pyrgaru,,,,YAM,,FM,
70955,51205,V-Fall Erde - Der Angriff,Tom Zola,,,,Atlantis Verlag Guido Latz,,FLR,5JB
70957,57318,VALKYRIE,"Lin Carter, Karl Edward Wagner, Tanith Lee, Robert",,,,epubli,,FM,
70958,22620,VALKYRIE II,"Robert E. Howard, L. Spraque de Camp",,,,epubli,,FM,
70959,66751,VENTURE,Peter Lamana,,,,Xlibris,,FL,
70960,41143,VIII,H. M. Castor,,,,Templar Publishing,,YFB,
70961,19261,VIMARSHAKANTE KAZHCHAKAL,Balachandran Vadakkedath,,,,GREEN BOOKS PVT LTD,,YFB,YNL
70962,63768,VISIONI lungo la Route 666: Tra sogno e realtà,Maurizio Donini,,,,INDEPENDENTLY PUBLISHED,,FMT,
70963,66256,VTT,"Timothy LaBadie, Example Joint Author",,,,Xlibris,,FL,
70964,39846,Vacation by the Beach,Taylyn Senec,,,,BOOKBABY,,YF,1KBB
70965,65271,"Vader's Secret Missions (Lego Star Wars: Chapter Book), Volume 2",Ace Landers,,,,SCHOLASTIC,,YFZZ,YFC
70966,73309,Vado Mori,Markus Blättler,,,,Münsterverlag GmbH,,FM,1DFH-CH-ND
70967,46460,Vagabonds,Darcy Pattison,,,,Mims House,,YFH,
70968,8294,Vagabonds,Hao Jingfang,,,,Simon + Schuster Inc.,,FL,
70969,2774,Vakten,Peter Hertzberg,,,,Blurb,,YFB,
70970,50554,Valentine,Inka-Gabriela Schmidt,,,,Books on Demand,,FMR,1DFG-DE-VRC|FR
70971,56478,Valentine Coloring Pages (I Love You Valentine Coloring Book),Speedy Publishing Llc,,,,Speedy Publishing LLC,,YBL,
70972,32477,Valentine Is a Shape: Valentin Es Una Figura,Ledezna Puerto,,,,COVENANT BOOKS,,YXHB,YF
70973,77455,Valentines Day Coloring Pages (Mi Amore Valentines Coloring Book for Love),Speedy Publishing Llc,,,,Speedy Publishing LLC,,YBL,
70974,70240,Valerie Sweets - La Trilogia Completa,Manuel Marchetti,,,,LIGHTNING SOURCE INC,,FMX,
70975,11167,Valersiq,"Valentina Zotova, Valentina Zotowa",,,,YAM,,FM,
70976,40977,Valheiden siemen,Peter Hertzberg,,,,Blurb,,YFB,
70977,7423,Valiant Light: A Demon Trappers Novel,Jana Oliver,,,,MAGESPELL PR,,YFH,
70978,9466,Valkyria - Schwanengesang,Clannon Miller,,,,Belle Époque,,FMX,FMR
70979,64682,Valkyrie,Craven Grayv,,,,Lulu.com,,FM,
70980,10934,Valle,T. M. Nielsen,,,,Lulu.com,,FM,
70981,60424,"Vamos Brincar, Mamãe!: Let's play, Mom! - Portuguese (Brazil) edition","Shelley Admont, Kidkiddos Books",,,,GRAYDON HOUSE BOOKS,,YFZR,YFN|YXE
70982,37737,Vamos a Limpiar,Stacey Sprks,,,,NEWMARK LEARNING LLC,,YF,
70983,10951,Vampir & Vorurteil,Lynsay Sands,,,,LYX,,FMK,5JA|1KBB|FMR|FRT|FYT|3MRB
70984,34535,Vampir Gothic 12. Madonna der Schatten,"Miguel de Torres, Michael Breuer",,,,Romantruhe,,FH,FK|FM
70985,9509,Vampir Gothic 20. Gomorra,Margret Schwekendiek,,,,Romantruhe,,FK,
70986,56750,Vampir Gothic 3. Vier Säulen der Macht,Martin Kay,,,,Romantruhe,,FH,FK|FM
70987,13985,Vampir allein zu Haus,Lynsay Sands,,,,LYX,,FMK,5JA|1KBB|FMR|FRT|FYT|3MRB
70988,72101,Vampir für dich,Lynsay Sands,,,,LYX,,FMR,5JA|FB|FR|FRD|FRT
70989,42342,Vampir on the Rocks,Lynsay Sands,,,,LYX,,FMR,5JA|1KBB|FRT|FYT|3MRB
70990,59268,Vampirdamen bedeuten nichts als Ärger,Sabrina Georgia,,,,DerFuchs-Verlag,,FMR,FN|FP
70991,8399,Vampire Das Dunkle Zeitalter - Buch der Geheimnisse,"Steffie De Vaan, Lawrence Hawkins, Malcolm Sheppar",,,,Ulisses Spiel & Medien,,WDHW,FK|FM|WDHW
70992,59681,Vampire Das Dunkle Zeitalter - Kompendium,"Matthew Dawkins, Neall Raemonn Price und Malcolm S",,,,Ulisses Spiel & Medien,,WDHW,FK|FM|WDHW
70993,53570,Vampire Das Dunkle Zeitalter Jubiläumsausgabe,"Giulia Barbano, Elin Dastal, Tanya Cohan-Diaz, Fil",,,,Ulisses Spiel & Medien,,WDHW,FK|WDHW
70995,7986,Vampire: Das Dunkle Zeitalter - Vermächtnis der Lügen,"Alan Alexander, Andrew Peregrine, Monica Speca, Mo",,,,Ulisses Spiel & Medien,,FKM,FKM|FMB|WDHW
70996,37806,Vampire: Die Maskerade - Die gejagten Jäger II,"Justin Achilli, Jason Andrew, Joshua Alan Doetsch,",,,,Ulisses Spiel & Medien,,WDHW,FK|WDHW
70997,70225,Vampire: Die Maskerade Anathema - Die Rote Liste (V20),"Monica Valentinelli, Matt McElroy",,,,Ulisses Spiel & Medien,,WDHW,FK|FM|WDHW
70998,32107,Vampire: Die Maskerade Entfesselte Anarchen (V20),"Justin Achilli, Alan Alexander, Jason Andrew, Sara",,,,Ulisses Spiel & Medien,,WDHW,FM|WDHW
70999,69320,Vampire: Die Maskerade Jubiläumsausgabe (V20),"Justin Achilli, Russell Bailey, Matthew McFarland,",,,,Ulisses Spiel & Medien,,FKM,FK|FM|WDHW
71000,3262,Vampire: Die Maskerade Vorgefertigte Charaktere (V20),Matthew Dawkins,,,,Ulisses Spiel & Medien,,FKM,FK|FM|WDHW
71001,41763,Vampires,"Lord Byron, John Polidori",,,,Basilisk Books,,VXQM2,FRT
71004,34960,Vampirherz,Anna Kleve,,,,Books on Demand,,FMR,5P|5PS|FMX|FRX
71005,56569,Vampirherz,Karin Kaiser,,,,Books on Demand,,FM,
71006,20539,Vampirischer Auftrag - Blutiges Erbe,Sabrina Georgia,,,,DerFuchs-Verlag,,FMR,FN|FP|FRX
71008,57436,Vampirprinzessin,Lexy v. Golden,,,,NOVA MD,,FMR,FMR|FMW|FMX|YFH
71009,12932,"Vampirroman, Band 1: (Sei mein Schutzengel für die Ewigkeit)",Laura Wolf,,,,epubli,,FM,
71012,14229,Van punt tot punt voor kinderen vanaf 6 jaar - Getallen van 1 tot 100,Funkey Books,,,,Admore Publishing,,YBG,
71015,73622,Vandraren,Peter Hertzberg,,,,Blurb,,YFB,
71016,49092,Vanessa,Shannon Misselle,,,,AuthorHouse UK,,YFB,YXW
71017,70294,Vango Book Two: A Prince Without a Kingdom,"Timothee De Fombelle, Timothée de Fombelle",,,,Walker Books Ltd,,YFC,
71018,78975,Vanguard: A Razorland Companion Novel,Ann Aguirre,,,,SQUARE FISH,,YFC,YFE|YFG
71019,9073,Vanguards of Light,Joann Petrullo,,,,Papilionem Press,,YFB,YX
71020,9599,Vanished!,Papa V,,,,Belle Isle Books,,YFH,
71023,39766,Variance,Josen Llave,,,,iUniverse,,FL,
71024,7461,Variants: Defector,Susanne Winnacker,,,,Hachette Children's Group,,YFCB,YFG|YFM
71025,56913,Variants: Impostor,Susanne Winnacker,,,,Hachette Children's Group,,YFCB,YFG|YFM
71026,13735,Varpunen,Peter Hertzberg,,,,Blurb,,YFB,
71027,5168,Varunputri,Narendra Kohli,,,,Rajpal,,FMW,
71028,42229,Vater und Sohn - Zusammen durch dick und dünn,"Erich Ohser, E.O. Plauen",,,,FISCHER KJB,,YBCH,5AG|XY|YF
71029,39322,Vater und Sohn 01,E. O. Plauen,,,,Ravensburger Verlag,,YFQ,5AG|5AH|5AR|YBC|YFQ|YFU
71030,26766,Ved'ma bez magii,Dar'ya Dragajceva,,,,YAM,,FKW,
71031,67113,Vega Jane 04. The Stars Below,David Baldacci,,,,Pan Macmillan,,YFC,5AN|YFH
71032,64202,Vehicles,Clever Publishing,,,,CLEVER PUB,,YNTR,YBL
71033,20254,Vehicles,Sarah L. Schuette,,,,Capstone Global Library Ltd,,YBLT,5AD|YNV
71035,34810,Veils of Destiny,Peyton Reynolds,,,,Lulu.com,,FM,
71036,27363,Vektor,Jo Koren,,,,Atlantis Verlag Guido Latz,,FLP,5JB
71037,64743,Veneficium tertium,Christina Hofmann,,,,Turmhut-Verlag,,F,
71038,51707,Venetian Dream: La virtù di Caritas,Laura L. C. Allori,,,,INDEPENDENTLY PUBLISHED,,FL,FW
71039,48847,Vengeance,Phillip Hugh MacGregor,,,,Xlibris,,FL,
71040,37062,Vengeance,Zona Haselton,,,,Xlibris,,FM,
71042,18512,Venidico,,,,,Books on Demand,,FL,FM
71043,72976,Ventana a la Imaginación,Idalmes González,,,,Palibrio,,YFB,
71044,23000,"Ventre de Ma Maman. Toi Dedans, Moi Devant(le)",Jo Witek,,,,SEUIL,,YF,
71047,40002,"Veo Veo - Pascua: 'Puedes Encontrar el Conejito, el Huevo de Colores y Los Dulces? - ¡Un Divertido L",Pamparam Libros para Niños,,,,LIGHTNING SOURCE INC,,YNMD,5HPF|YNV
71049,73798,Verborgen,Kristin Kox,,,,Shadodex-Verlag,,FKM,FKM|FKW|FMM|FMX|FN
71051,33553,Verborgene Seelen,Josi Saefkow,,,,tredition,,FB,
71052,51848,Verbrannte Erde,Stefan Burban,,,,Atlantis Verlag,,FLR,5JB
71053,78622,Verbündete der Schatten,Lara Adrian,,,,LYX,,FMR,5JA|FB|FR|FRT
71054,33857,Verdant,Katherine Bell,,,,Lulu.com,,FM,
71055,75957,Verderben,Peter F. Hamilton,,,,Piper Verlag GmbH,,FLC,FLC|FLS
71056,52661,Verflixte Hochzeitsreise,Sabine River,,,,epubli,,FM,
71058,69797,Verfluchtes Blut 02. Angel,Samy Hale,,,,Eisermann,,FMR,FBA|FMM|FMR|FMX
71059,68067,Verfluchtes Drachenherz,Inka Loreen Minden,,,,Books on Demand,,FMR,FM|FR|3M
71061,29311,Vergessen!,Mario Cavaliere,,,,Fouque Literaturverlag,,FM,
71062,68164,Vergessene Pfade,,,,,Books on Demand,,DCF,1DF|1DFG|DCF|FM|FN
71063,73566,Verheißung des Zwielichts,Kresley Cole,,,,LYX,,FMR,5JA|1KBB|FP|FR|FRT|3MRB
71064,54824,Verhext & Zugebissen,J.J. Schurr,,,,Books on Demand,,FMR,
71065,11659,"Verkaufs-Kassette ""Wieso? Weshalb? Warum? Erstleser""",,,,,Ravensburger Verlag,,YF,
71066,17489,Verlangen wider Willen   Erotische Geschichten,Vera Seda,,,,Blue Panther Books,,FMR,FM|FMR|FP|FRD
71067,75337,Verlockung der Dunkelheit,Lara Adrian,,,,LYX,,FBA,5JA|1KBB|F|FB|FBA|FM|FMR|FR|FRD|FRT|3MRB
71068,63510,Verloren - Die Kinder der Hexen (Verloren-Trilogie Band 1),Daniela Winterfeld,,,,Amrun Verlag & Buchhandel,,FMB,FM|YFH
71069,47153,Verlorene Welt,Linea Harris,,,,Piper Verlag GmbH,,FMR,FMW|FMX
71071,28298,Vermalekröt!,Moni Folz,,,,KUUUK Verlag,,YFB,4C|FB|FN|YFC
71072,23413,Vermilion,Molly Tanzer,,,,Word Horde,,FMH,
71073,41076,Vermin,Malan Jacobsen,,,,Vanguard Press,,YFB,
71074,50668,Vernichtung,Stephan Fölske,,,,Books on Demand,,FJMS,5X|FDB|FJMS|FLG|3MP
71075,1384,Vernichtung 1,Joshua Tree,,,,Belle Epoque Verlag,,FHK,1DXG-GR-EAA|FHK|FLU
71076,50753,Vernichtung 2,Joshua Tree,,,,Belle Epoque Verlag,,FHK,1DFG|FHK|FLU
71077,3474,Vernichtung 3,Joshua Tree,,,,Belle Epoque Verlag,,FHK,FHK|FLQ|FLR
71079,73044,"Veronica by Johanna Spyri, Fiction, Historical",Johanna Spyri,,,,Aegypan,,YFB,1D|YNM
71080,51838,Verrat,Cornelia Franz,,,,dtv Verlagsgesellschaft,,YFCW,5AQ|YFB|YFN|3MPBGJ-DE-H
71082,16330,Verräter und Geächtete,"Nikolai Hoch, Marie Mönkemeyer, Alex Spohr",,,,Ulisses Spiele,,FM,WDHW
71083,67204,Verrückte Flugobjekte. Rasante Luftakrobaten aus Papier.,Christian Saile,,,,Frech Verlag GmbH,,WFTM,5AH|YBL
71084,42322,Verrückte Labyrinthe,Larissa Speer,,,,Esslinger Verlag,,YBGC,5|5AF|YBG|YBL|YNA
71085,9238,Verrückte Lücken - Geschichten vom verrückten Professor,Jens Schumacher,,,,Loewe Verlag GmbH,,YBLN1,5AL|CBV|JNLA|WDH|YBG|YBLD|YNVP|YPCA|YZG
71086,31324,Verrückte Lücken - Total bissige Haustiergeschichten,Jens Schumacher,,,,Loewe Verlag GmbH,,YNVP,5AL|YBG|YBL|YNVP|YPCA|YZG
71087,44898,Verrückte Lücken - Total fesselnde Krimigeschichten,Jens Schumacher,,,,Loewe Verlag GmbH,,YNVP,5AL|5JA|5JB|5LB|5LD|4CD|FFD|JNG|JNLB|YBG|YBLA|YBLB|YBLC|YBLD|YBLH|YFCF|YNVP|YPCA|YZG
71088,24605,Verrückte Lücken - Total finstere Gruselgeschichten,Jens Schumacher,,,,Loewe Verlag GmbH,,YNVP,5AL|5JA|5JB|5LB|4CD|FKC|JNG|JNL|JNLB|VXQG|YBGC|YBLA|YBLB|YBLH|YFD|YNVP|YPCA|YZG
71089,43400,Verrückte Lücken - Total magische Fantasiegeschichten,Jens Schumacher,,,,Loewe Verlag GmbH,,YNVP,5AL|5JA|5LB|4CD|FMK|JNL|JNLB|YBGC|YBLA|YBLB|YBLC|YBLD|YBLH|YNVP|YPCA|YZG
71090,70284,Verrückte Lücken - Total spaßige Schulgeschichten,Jens Schumacher,,,,Loewe Verlag GmbH,,YNVP,5AL|5JA|5JB|4CD|JNG|JNL|JNLB|YBGC|YBLA|YBLB|YBLH|YNVP|YPCA|YZG
71091,23034,Verrückte Lücken - Total stürmische Fußballgeschichten,Jens Schumacher,,,,Loewe Verlag GmbH,,YNWD1,5AL|5JA|5JB|5LB|5LC|5LD|4CD|FYB|JNG|JNL|JNLB|SFBC|YBG|YBLA|YBLB|YBLD|YBLH|YFU|YNVP|YNWD1|YPCA|YZG
71092,32199,Verrückte Lücken - Total verrückte Klassenfahrtgeschichten,Jens Schumacher,,,,Loewe Verlag GmbH,,YNVP,5AL|YBG|YBL|YNVP|YPCA|YZG
71093,51903,Verrückte Monster,,,,,Neuer Favorit Verlag,,YBL,5AF|YBG|YF
71094,31698,Verrückter Malspaß,,,,,"Garant, Renningen",,YBGC,
71095,9293,Verschleppt,"Jack Gerard, Günter Strobl, Geraldine Ahrens",,,,Kid Verlag,,F,
71096,30596,Verschollen,Rob Boffard,,,,Heyne,,,FL|FLS|FYT|PGM
71097,6211,Verschollen in der Pyramide,Rosa Naumann,,,,dtv Verlagsgesellschaft,,YFC,5AL|1QBAE|YFT|3C-AA-E
71098,2443,Verschroben Kitty,Coloring Bandit,,,,Coloring Bandit,,YBG,
71099,54339,Verschwörung auf Serena,Stefan Burban,,,,Atlantis Verlag,,FL,
71100,14387,Versprechen der Magie,"Elena Münscher, Mira Lindorm",,,,Machandel-Verlag,,FMX,
71101,68075,Verstoßene des Lichts,Lara Adrian,,,,LYX,,FBA,5JA|1K|1KB|1KBB|F|FB|FBA|FM|FMR|FR|FRD|FRT|3M|3MR|3MRB
71102,74494,Versuchsreihe 13: Die Epidemie,Uwe Hermann,,,,Atlantis Verlag,,FLQ,5JB|1DFG-DE-VH
71103,72576,Versumi Tales,Sureen Ink,,,,Lulu.com,,FM,
71104,13268,Vert,Amy Culliford,,,,CRABTREE ROOTS LES RACINES,,YPCA21,YBLD
71105,42922,Vertrauen,Sarah Verlaine,,,,Books on Demand,,FMR,
71106,41956,Vertrauen und Verrat (Kampf um Demora 1),Erin Beaty,,,,Carlsen Verlag GmbH,,YFHD,5AQ|5JA|5LKE|FMH|FMM|FMR|FN|FRM|FRT|YFC|YFE|YFHR|YFM
71107,60214,Verzaubert,Sylvia Day,,,,Heyne Taschenbuch,,FMR,FRX|FYT
71108,56167,Veränderung,Stephan Fölske,,,,Books on Demand,,FHP,1D|FHP|FLG
71109,63676,Veränderung,Sarina Rossi,,,,Books on Demand,,FL,
71110,46719,Vesipisaran tarina,Peter Hertzberg,,,,Blurb,,YFB,
71111,71529,Vesper,Juliya Chepuhova,,,,YAM,,FB,
71112,74619,Vet,Lucy M. George,,,,QED Publishing,,YBLP,5AD
71113,34340,Veterinarians,Antonia Roberts,,,,BEARPORT PUB CO INC,,YPCA21,YBL|YNM
71114,77313,Vethia,Timothy J Welch,,,,iUniverse,,YFH,
71116,27461,Viagem com Hannah do Éden à Eternidade: Escatologia,Italo de Oliveira,,,,INDEPENDENTLY PUBLISHED,,FW,
71117,16679,Viagro Blue,Ohio Ment Presented By Perry Aayr,,,,iUniverse,,FL,
71118,77128,Vic,Jerry Gill,,,,Ann Darrow Co,,FJ,FL
71119,68092,Vicarious,Rhett C. Bruno,,,,LIGHTNING SOURCE INC,,FLPB,
71120,24079,Vicky Bo's Hand-Fuß-Malbuch für Kinder,Vicky Bo,,,,Vicky Bo Verlag GmbH,,YBGC,5AC|5HKA|5HKB|5HPD|5HPF|5HRA|5HRB|5HRC|5HRD|5JA|5JB|WFTM|WFX|WT|YBGC|YBL|YBLH|YBLL|YBLT|YNMF|YNMH|YZG|YZS
71121,42798,Vicky Bo's Kinder-Rätsel-Buch ab 3 Jahren,Vicky Bo,,,,Vicky Bo Verlag GmbH,,WDKN,5AC|5HKA|5HPD|5HPF|5HRA|5HRB|5HRC|5HRD|4CA|WDKN|WFX|WT|WZG|YBGC|YNMF|YNMH|YNVP|YZG|YZS
71122,43703,Vicky Bo's Kindergartenfreundebuch: Meine Kindergartenfreunde - Freundschaftsbuch & Erinnerungsalbum,Vicky Bo,,,,Vicky Bo Verlag GmbH,,JNLA,5AC|5HKA|5JA|5JB|4Z-DK-FA|JNLA|WT|WZG|WZS|YBL|YDA|YNMF|YXHB|YZG|YZS
71123,61083,Vicky Bo's Malbuch für Kinder - Ostern,Vicky Bo,,,,Vicky Bo Verlag GmbH,,YBGC,5AC|5HKA|5HPF|5HRA|5HRD|5JA|5JB|WFTM|WFX|WT|YBGC|YBL|YBLH|YBLL|YZG|YZS
71124,65238,Vicky Bo's fettes Mitmachbuch & Malbuch. Ab 2 bis 6 Jahre,Vicky Bo,,,,Vicky Bo Verlag GmbH,,YBG,5AC|5HKA|5HPD|5HPF|5HRA|5HRB|5HRC|5HRD|5JA|5JB|WT|WZG|YBGC|YBGH|YBL|YNMF|YNMH|YZG|YZS
71125,14337,Vicky Bo's tolles Kinder-Unterhaltungsbuch - Jungs. Ab 3 bis 7 Jahre,Vicky Bo,,,,Vicky Bo Verlag GmbH,,YBG,5AC|5HKA|5HPD|5HPF|5HRA|5HRB|5HRC|5HRD|5JB|WFTM|WT|WZG|YBGC|YBGH|YBL|YBLH|YZG
71126,60101,Vicky Bo's tolles Mitmachbuch und Malbuch für Jungen. Ab 6 bis 10 Jahre,Vicky Bo,,,,Vicky Bo Verlag GmbH,,WFTM,5AF|5AG|5AH|5AJ|5AK|5HKA|5HKB|5HPD|5HPF|5HRA|5HRB|5HRC|5HRD|5JB|WZG|YBG|YZG|YZS
71127,42374,Vicky Bo's tolles Mitmachbuch und Malbuch für Mädchen. Ab 6 bis 10 Jahre,Vicky Bo,,,,Vicky Bo,,WFTM,5AF|5AG|5AH|5AJ|5AK|5HKA|5HKB|5HPD|5HPF|5HRA|5HRB|5HRC|5HRD|5JA|WZG|YBG|YBL|YZG|YZS
71128,65692,Vicky Bo's zauberhaftes Mitmachbuch & Malbuch - Weihnachten. Ab 3 bis 7 Jahre,Vicky Bo,,,,Vicky Bo Verlag GmbH,,WFTM,5AC|5HPD|5HRD|WFTM|YBGC|YZG
71129,44253,Victor se Verlore Vliegtuig,Cornelia Faberge,,,,CRUGURU,,YFZR,
71130,54981,Victorian to World War II,David Oakenden,,,,ROARING READS,,YFT,1D
71132,31960,Vierzehn,Tamara Bach,,,,Carlsen Verlag GmbH,,YFJ,5AQ|Y|YFJ|YFM|YFN|YFS|YX|YXD
71133,32358,Viggo,"Mikkel Robrahn, PietSmiet",,,,CE Community Editions,,VXQM3,FLQ
71134,16763,Vikings of the Galaxy,"Alexandra Baginsky, Lea Baumgart, Robert von Cube,",,,,Leseratten Verlag,,FMK,FL|FMK|FU
71135,512,Viktoria,Axel Holten,,,,HJB Verlag,,NH,
71136,7002,Village of Hawkshead,John Cressman,,,,Maverick-Gage Publishing,,FM,
71137,41414,Villain,Michael Grant,,,,Egmont UK Limited,,YFCB,5AN|YFCF|YFG|YXQ
71138,32161,Villain Academy: Leveled Reader Set 13 Level R,,,,,HERO ACADEMY,,YFH,
71139,64341,Villi vauhti: Finnish Edition of The Wild Waves,Tuula Pere,,,,WICKWICK LTD,,YFN,
71140,53567,Vinyl: Book One of the Vinyl Trilogy,Sophia Elaine Hanson,,,,BOOKBABY,,YFE,
71141,1874,Viola,Erin Amico,,,,Xlibris,,YFJ,
71143,19865,Violet,Scott Thomas,,,,Heyne Taschenbuch,,FKM,1KBB|FH|FM|3MRBF
71144,55273,Violet,Amy Culliford,,,,CRABTREE ROOTS LES RACINES,,YPCA21,YBLD
71145,13494,Viridis,Catherine R. R. Snow,,,,Books on Demand,,FMB,5AQ
71146,66843,Viridis,Lauren E Hemphill,,,,Winter Publishing,,FL,
71147,3250,Virtudes de los Feroces,Martin Wilsey,,,,Martin Wilsey,,FL,
71148,28624,Virtue,Queen Petals De Virtue,,,,Xlibris,,YFH,
71149,8976,Virtuelle Welten,Christoph Grimm,,,,Mystic Verlag,,FL,
71150,18379,Virus,Alfred Broi,,,,Books on Demand,,FJ,FJ|FM
71151,8326,Virus: The Day of Resurrection,Sakyo Komatsu,,,,VIZ LLC,,FHK,FL
71152,51375,Vision,Ken Carey,,,,Falk Christa,,VXPS,FM|VXPS
71153,16805,Vision,Lisa Amowitz,,,,Spencer Hill Press,,YFH,
71155,70445,Visions & Encounters,Gerald G. Thompson,,,,AuthorHouse,,FMH,
71156,73447,Visions of Rage,"A. M Burns, A. T. Weaver",,,,Mystichawker Press,,FF,FH
71157,56546,Visions: 19 Short Stories,Donald R. Gallo,,,,DELL CHILDRENS INTL,,YFU,YXW
71158,5531,Vitro,Jessica Khoury,,,,RAZORBILL,,YFM,
71159,9852,Vittorio,Christine Feehan,,,,Heyne Taschenbuch,,FRT,1KBB|FM|3MRB
71160,29209,Vivaldi,"Helge Torvund, Mari Kanstad Johnsen",,,,"The New York Review of Books, Inc",,YF,
71161,75950,Vivencias y Algo Mas...,Luis Maria Gilly,,,,Lulu.com,,YFB,
71162,3193,Vixen,John J. Lardieri,,,,AuthorHouse,,FLQ,
71163,61429,Voices,Ursula K. Le Guin,,,,HARCOURT BRACE & CO,,YFH,YX
71164,29338,Voices,Birgit Suppan,,,,tredition,,YF,
71165,37221,Voices,Colleen Fountain Skinner,,,,Xlibris,,FM,
71166,11061,"Voices of the Fall, Volume 7",,,,,BAEN,,FLR,FLQ
71168,37479,Volcano: The Eruption and Healing of Mount St. Helens,Patricia Lauber,,,,ALADDIN,,YF,
71169,47653,Voll Dampf,"Frank Hebben, Thorsten Küper, Matthias Falke, Pete",,,,Amrun,,FLM,FL|FLC|YFG
71170,66057,Voll verboten! Mein verrückter Rätselblock 1 - Ab 8 Jahren,"Dudenredaktion, Angelika Sust",,,,Bibliograph. Instit. GmbH,,YNVP,5AJ|YBG|YBL
71173,35610,Voltas no Tempo: Novela em duas partes: Universos Paralelos - Pecado Original,Guido Pagliarino,,,,LIGHTNING SOURCE INC,,FL,
71174,48656,Volucer - Buch Rafael,Jenna Oellrich,,,,Bundeslurch,,FMX,
