|itemID|title|author|language|collection|isbn|publisher|description|main topic|subtopics
66883|64996|Snøtigerens klør Nattens barn|Anne Olga Vea||||Anne Olga Vea||FM|
66885|10564|So I'm a Spider, So What?, Vol. 6 (light novel)|Okina Baba||||Little, Brown & Company||YFH|
66892|36217|Sobreviví El Huracán Katrina, 2005 (I Survived Hurricane Katrina, 2005)|Lauren Tarshis||||SCHOLASTIC||YFC|"1KBB|YFT"
66897|34466|Soccer Tales: Legend of the Shoelace Monster|Lew Freimark||||LIGHTNING SOURCE INC||YFR|
66912|12294|Sohn des Steinkreises 01|Iris Förstner||||Brighton Verlag GmbH||FM|
66918|48334|Solaris Seethes|Janet Mcnulty||||Janet McNulty||FL|
66925|34087|Solo für Girl Online|Zoe Sugg alias Zoella, Zoe Sugg||||cbt||YFM|"5AN|5AX|5HCP|5JA|1D|1DDU-GB-E|1DDU-GB-ESL|1DDU-GB-S|YFM|YN|YXD|YXQ|3MRBF"
66932|52467|Someday This Pain Will Be Useful to You|Peter Cameron||||PICADOR||YXB|"YF|YXD"
66950|39997|Son of a Gun|Anne de Graaf||||WM B EERDMANS CO (JUVENILE)||YF|
66951|59581|Sonea - Die Hüterin|Trudi Canavan||||Blanvalet Taschenbuchverl||FMB|FYT
66961|16528|Sonia Sotomayor (L3, Spanish)|Barbara Kramer, National Geographic Kids||||National Geographic Kids||YPCA21|"2ACB|YNM"
66972|1458|Sopa de Calabaza|Helen Cooper||||JUVENTUD S A||YXHB|YFP
66977|35421|Sophie auf den Dächern|Katherine Rundell||||Carlsen Verlag GmbH||YFH|"5AM|YFN"
66979|64285|Sorcerer's House|Gene Wolfe||||Tor Books||FM|
66983|38853|Sorla Feuerreiter|Amadeus Firgau||||Shaker Media GmbH||FB|"FB|FM|FN"
66984|5080|Sorla Schlangenkaiser|Amadeus Firgau||||Shaker Media GmbH||FB|"FB|FJ|FM"
66999|19747|Soulshifter|Barbara Pietron||||SCRIBE PUB CO||YFHD|YFC
67015|20856|Space Ace and The Flying Shed|Ian Sanday||||FeedaRead.com||YFC|
67040|57721|Spannende Tierwelt. Krickel-Kratz-Malbilder|Anne Cresci||||Arena Verlag GmbH||YBG|"5AH|YBL"
67062|60727|Spelled|Betsy Schow||||Sourcebooks, Inc||YFG|YFJ
67069|64424|Spiegel|Cixin Liu||||Heyne Taschenbuch||FLP|"1FPC|2GDC|FLP|FYB|FYT|PHQ"
67076|35881|Spiel & Spaß mit Tabaluga - Gehirntraining für schlaue Köpfe|||||Edition XXL GmbH||YBL|"5AC|WD"
67105|58478|Spirits of the Storm|Thomas Kingsley Troupe||||JOLLY FISH PR||YFT|"1KBB|YFD"
67116|61093|Splat the Cat: Splat the Cat Sings Flat|Rob Scotton||||HARPERCOLLINS||YFQ|YFS
67127|128|Spook's 13: The Spook's Revenge|Joseph Delaney||||Random House Children's||YFC|"5AN|YFD|YFH|YFJ"
67129|42268|Sport & Freizeit (Anziehpuppen, Anziehpuppen-Sticker)|||||Ullmann Medien GmbH||YBG|YBL
67178|66182|Stanley in Space|Jeff Brown||||HARPERCOLLINS||YFH|"YFC|YFQ"
67192|76427|Star Trek - Deep Space Nine: Vorherrschaft|David R. George III||||Cross Cult||FLC|"FLS|FLU"
67194|51204|Star Trek - Legacies 3: Der Schlüssel zur Hölle|Dayton Ward, Kevin Dilmore||||Cross Cult||FLC|"FLG|FLS"
67196|24801|Star Trek - Titan 2|Andy Mangels, Michael Martin||||Cross Cult||FLS|
67197|62128|Star Trek - Titan 3|Christopher Bennett||||Cross Cult||FLS|
67198|65459|Star Trek - Titan 4|Geoffrey Thorne||||Cross Cult||FLS|
67199|32367|Star Trek - Titan 5|Christopher Bennett||||Cross Cult||FLS|
67200|76999|Star Trek - Titan 6|James Swallow||||Cross Cult||FLS|
67201|35960|Star Trek Deep Space Nine 10|S. D. Perry||||Cross Cult||FL|
67204|18521|Star Trek Vanguard 1|David Mack||||Cross Cult||FL|
67205|51483|Star Trek Vanguard 2|Dayton Ward, Kevin Dilmore||||Cross Cult||FL|
67206|14167|Star Trek Vanguard 3|David Mack||||Cross Cult||FL|
67207|22180|Star Trek Vanguard 4|Dayton Ward||||Cross Cult||FL|
67208|15602|Star Trek Vanguard 5|David Mack||||Cross Cult||FL|
67209|31046|Star Trek Vanguard 6|David Mack, Dayton Ward||||Cross Cult||FL|"FBC|FLC|FLR|FYB"
67210|50249|Star Trek Vanguard 7|Dayton Ward, Kevin Dilmore||||Cross Cult||FL|
67211|53167|Star Trek Vanguard 8|David Mack||||Cross Cult||FL|
67213|30733|Star Trek: Picard: The Last Best Hope|Una McCormack||||Simon + Schuster Inc.||FLS|"FLU|FYV"
67216|5713|Star Wars (TM) Darth Bane 3. Dynastie des Bösen|Drew Karpyshyn||||Blanvalet Taschenbuchverl||FLS|"FM|FYT"
67218|45035|Star Wars Droiden-Bastelset|Daniel Wallace||||Panini Verlags GmbH||YBCH|"5AL|WFX|YBCH|YBG|YBL"
67221|61857|Star Wars Leia, Princess of Alderaan|Claudia Gray||||DISNEY PR||YFC|YFG
67223|65126|Star Wars The Clone Wars Kindergartenfreundebuch|||||Panini Verlags GmbH||WZG|"5AC|YBL|YDA|YZG"
67225|78518|Star Wars(TM) Die dunkle Seite der Macht|Timothy Zahn||||Blanvalet Taschenbuchverl||FLS|"FM|FYT"
67229|9380|Star Wars(TM) Galaktische Abenteuer|Lisa Stock, Clare Hibbert, Benjamin Harper, Cather||||Dorling Kindersley Verlag||YFCA|"5AH|YBL|YFG|YFH|YFU|YNF"
67235|17995|Star Wars, Wächter der Macht - Sturmfront|Troy Denning||||Blanvalet||FLS|"FM|FYT"
67236|24596|Star Wars- Feuerprobe|Troy Denning||||Blanvalet||FLS|"FM|FYT"
67237|44987|Star Wars: Bewegliches Ziel - Ein Prinzessin Leia Abenteuer|Cecil Castellucci, Jason Fry||||Panini Books||YFG|"5AL|ATF|FL|FLS|Y|YF|YFC"
67242|45965|Star Wars: Shadow Games - Im Schatten|Michael Reaves, Maya Kaathryn Bohnhoff||||Panini Verlags GmbH||FF|"5AN|FF|FL"
67244|73817|Star Wars: The Rise of the Empire|John Jackson Miller, James Luceno||||Random House LCC US||FLS|FJ
67267|38291|Stars and Tears. Time Out für die Liebe|Nicole Alfa||||Carlsen Verlag GmbH||FRD|"5AQ|5JA|5LKE|1KBB|FG|YFM|YFR"
67268|43434|Stars of Fortune|Nora Roberts||||BERKLEY BOOKS||FRD|FRT
67283|37186|Stealing Worlds|Karl Schroeder||||TOR BOOKS||FL|
67290|77581|Steine der Macht - Band 3|Stan Wolf||||novum publishing gmbh||FM|FB
67291|65920|Stella Díaz Has Something to Say|Angela Dominguez||||SQUARE FISH||YXHB|"1KBB|YFS"
67302|30798|Sternenschweif 25: Freundschaftszauber|Linda Chapman||||Carlsen Verlag GmbH||YFH|"5AJ|YFP"
67303|31520|Sternenschweif 32: Lauras Rettung|Linda Chapman||||Carlsen Verlag GmbH||YFH|"5AJ|YFP"
67304|18091|Sternenschweif 37: Zirkus der Träume|Linda Chapman||||Carlsen Verlag GmbH||YFH|"5AJ|YFP"
67313|37432|Sticker Floorpad Play & Learn 4 + Years|||||Yoyo Books||YBL|
67314|47883|Sticker-Anziehpuppen - Rund um die Welt|Eva Schindler||||Ars Edition GmbH||Y|"5AF|YB|YBL|YF|YZ"
67332|23283|Still More Stories from Grandma's Attic|Arleta Richardson||||DAVID C COOK||YFK|
67338|43854|Stinky Spike the Pirate Dog|Peter Meisel||||BLOOMSBURY||YFC|"YFP|YFQ"
67339|9867|Stoat on Stage|Jennifer Gray||||Usborne Publishing Ltd||YFC|"5AH|4Z-GB-ACJ|YFP"
67391|15482|Strange Boarders|Jake Maddox||||Capstone Global Library Ltd||XADC|YF
67394|18118|Strange Planet: The Comic Sensation of the Year|Nathan W. Pyle||||Headline Publishing Group||XQL|"FL|WH|XA|XY"
67399|24814|Streams Of Lords|Travis Templeton||||Lulu.com||FL|
67401|34831|Street Freaks|Terry Brooks||||GRIM OAK PR||FL|
67412|6380|Stumme Helden lügen nicht|Simon Packham||||DTV||YFM|"5AN|5JB|1DDU-GB-E|YXE|YXG|YXHB"
67418|72395|Sturmmelodie|Alexandra Fuchs||||Drachenmond-Verlag||FMX|
67419|41021|Sturmschwingen|Melissa Caruso||||Lübbe||FMB|"5AT|FMT"
67420|64623|Stylars Journey|Craig Archibald||||Lulu.com||FL|
67427|61757|Subway Ride|Heather Lynne Miller||||CHARLESBRIDGE PUB||YF|
67430|11012|Suche nach Anodu|Tassilo Koller||||Books on Demand||FKW|
67443|19335|Suksuku|Ayuba Mshelia||||AuthorHouse||FM|
67466|75177|SunRider|Rafael Hohmann||||Lulu.com||FM|
67471|54126|Sunny and the Hotel Splendid|Alison Moore||||Salt Publishing||YFQ|
67473|55075|Sunscribe|Kyle Tunnicliff||||Neely Worldwide Publishing||FM|
67474|47009|Sunset Val|Rob St Martin||||Weird & Wondrous Books||FM|
67481|37790|Super Coco: Will You Be My Friend?|Jay M. Lipoff||||BACK AT YOUR BEST||YFP|
67488|41268|Super Triptychs|Everett C Borders Jr.||||Xlibris US||FL|
67496|39128|Super-duper-Rätselspaß - Labyrinthe|||||Edition Michael Fischer||YBG|"WD|YBL"
67504|24857|Superior Lies. Falsche Wahrheit|Laura Cardea||||Carlsen Verlag GmbH||YFHR|"5AT|5AX|5JA|FBA|FMM|FMR|FMW|FMX|YFE|YFM"
67505|48864|Supermalbuch (1-3 Jahre)|||||Trötsch||YBL|
67508|35132|Supersaurs 3: Clash of the Tyrants|Jay Jay Burridge||||Bonnier Zaffre||YFC|
67532|18043|Survivors: WWI: A Young Boy's Story|Stewart Ross||||Hachette Children's Group||YFB|
67534|44002|Susannes Kurzgeschichten aus Raum und Zeit|Susanne Eisele||||Books on Demand||FMK|"FMK|FMX"
67557|69791|Sylvow|Douglas Thompson||||Eibonvale Press||FMW|
67560|62105|Synergenesis Saga|Shayne Liess||||Xlibris||FL|
67563|48802|Syrensfera - Am Eulenberg|Roger Weishaupt||||Utz Verlag||FMB|5AN
67581|61130|Sächsische Volksmärchen aus Siebenbürgen (119 Geschichten): Der Fuchs und der Bär + Die beiden Goldk|Josef Haltrich||||E ARTNOW||YFJ|
67583|2285|Sé Mío|Mojo Enterprises||||Mojo Enterprises||YBG|
67608|31036|THE GODLIKE PRINCIPLE|Barrie Heffner||||Xlibris||FM|
67615|2485|THX 1138 - DAS DROGEN-PARADIES|Ben Bova||||epubli||FL|
67641|69519|Tagebuch - Mein Tagebuch|||||Coppenrath F||YZS|"5JA|YBG|YBL|YZS"
67645|76685|Tagebuch eines Minecraft-Zombies 2|Herobrine Books, Herobine Books||||riva Verlag||YFH|"5AG|YBL|YFC|YFH"
67648|1495|Taggerung|Brian Jacques||||FIREBIRD||YFC|"YFH|YFP"
67649|2249|Taiden's Truth|Emma Champion||||Austin Macauley||FM|
67670|45943|Tales from Mousey Row - Hope Saves the Day|C L Worley||||Lulu.com||FM|
67673|11499|Tales from the Brothers Grimm and the Sisters Weird|Vivian Vande Velde||||HARCOURT BRACE & CO||YFQ|YFH
67678|36590|Tales of Those Outside|Roby Ward||||Lulu.com||FL|
67681|76620|Tales of the Jazz Age|F. Scott Fitzgerald||||Bibliotech Press||FMH|
67689|19029|Talitha Running Horse|Antje Babendererde||||Arena Verlag GmbH||FRD|"5AN|5PB-US-E|1KBB|FRD|YFC|YFM"
67694|35110|Talon|Julie Kagawa||||HarperCollins Publishers||YFHR|
67724|1581|Tarcho|Marla Lascar||||Books on Demand||FMB|"FF|FL|FMB"
67726|31432|Taschenbuch Ausbauregeln III|Jason Bulmahn, Dennis Baker, Jesse Benner, Benjami||||Ulisses Spiel & Medien||WDHW|"FMB|WDHW"
67732|15297|Taylor's STEM Adventures|Mary Payton||||Mary Payton||YFB|YNT
67734|297|Tea. a Quien Quereis Mas?|Silvia Serrelli||||OBELISCO PUB INC||YF|
67745|53812|Tears of Everro|David A. Stuhler||||ReadersMagnet LLC||FL|
67749|38096|Teddy Goes to School|Beverly DeLuca||||AUTHORHOUSE||YFG|
67751|18354|Teej and Laurie's Inflated Adventures|Chris Laser||||Xlibris US||FM|
67752|8063|Teen Idol|Meg Cabot||||HarperTeen||YNMF|YFB
67754|42997|Teen Titans: Beast Boy|Kami Garcia||||DC Comics||XADC|YF
67755|73806|Teen Titans: Beast Boy Loves Raven|Kami Garcia, Gabriel Picolo||||DC Comics||YF|
67759|68852|Tell Me a Story|Dante Fabiello||||Xlibris||YFU|
67765|75445|Tempel in Flammen|Sandra Melli||||Droemer/Knaur||FMB|FBA
67768|57537|Templars and Pagans|Dennis M. Jr. Barrer||||Xlibris||FMH|
67779|52856|Ten Rules You Absolutely Must Not Break If You Want to Survive the School Bus|John Grandits||||HOUGHTON MIFFLIN||YFQ|YFS
67788|31928|Termite Trouble: Brand New Readers|Kathy Caple||||CANDLEWICK BOOKS||YFQ|
67798|51687|Terrific Tootie|Dionne D. Nichols||||Goose River Press||YFB|YXD
67812|27294|Teufelsengel|Monika Feth||||cbt||YFCB|5AQ
67819|61097|That Inevitable Victorian Thing|Emily Kate Johnston||||SPEAK||YFM|YXB
67827|57123|The 13th Mage|Inelia Benz||||Lulu.com||FL|
67831|2188|The 78-Story Treehouse: Moo-Vie Madness!|Andy Griffiths||||SQUARE FISH||YFQ|
67838|20680|The Abhorsen Trilogy Box Set|Garth Nix||||HARPER VOYAGER||YFC|YFH
67841|50867|The Abyss Beyond Dreams|Peter F. Hamilton||||Pan Macmillan||FLS|
67848|49756|The Adventures of Alfie Onion|Vivian French||||Walker Books Ltd||YFH|YFQ
67849|71402|The Adventures of Bentley, Otto and Bob: The Beach! The Beach!|Claire Peters||||LIGHTNING SOURCE INC||YDP|"YFC|YFP"
67851|34038|The Adventures of Charlie, Rocky, and Daisy|Margaret McCulloch||||Outskirts Press||YFU|
67854|72293|The Adventures of Hair: Binks and the Magic Bowler|Jeffrey Pickering||||AUSTIN MACAULEY||YFH|
67855|6418|The Adventures of Hamish and Mirren|Moira Miller||||Floris Books||YFC|"5AG|YFQ"
67873|48421|The Adventures of Tintin. The Seven Crystal Balls|Herge||||Egmont UK Limited||XADC|"5AK|YBC|YFC"
67874|1856|The Adventures of Tommy the Drummer Boy: A Civil War Story of the 5th Kentucky Infantry|Alan E. Losure||||YORKSHIRE PUB||YFT|1KBB
67876|47439|The Adventures of the Billy Goats Gruff|Kevin P. Futers||||Strategic Book Publishing & Rights Agency, LLC||YFJ|
67877|44970|The Adventures of the Goblin Crossangrin|Clive Alexander Haddow||||Austin Macauley||YFJ|
67880|27168|The Aesop for Children (Illustrated Edition)|Aesop||||Watchmaker Publishing||YDC|YFJ
67888|5717|The Alignment|Larry Wade Livingston||||Xlibris US||FL|
67891|33174|The Amanda Project, Book 2: Revealed|Amanda Valentino, Peter Silsbee||||BALZER & BRAY||YFCF|YXHB
67893|13540|The Amazing Adventures of Solly and Harry- Shark Encounter|Greg Hibbins||||Caracal Books||YFK|"5PGM|YX"
67904|10836|The Annals of Clod|Anthony Weedon||||iUniverse||FM|
67907|65318|The Antics of Rose|Leslie Koester||||Xlibris US||FL|
67909|51990|The Anybodies|N. E. Bode||||HARPERCOLLINS||YFH|"YFC|YFQ"
67910|17118|The Apocryphal Cases of Sherlock Holmes|R. Wolfgang Schramm||||Xlibris||FL|
67915|78099|The Arch of Aramoth|John D. Michel||||AuthorHouse||FL|
67923|26790|The Army Of The Lost|Lily Herne||||Little, Brown Book Group||YFD|
67931|63785|The Astral Offsprings|Nichole Lemos||||Lulu.com||FL|
67932|8345|The Astral Offsprings Reign of Aries|Nichole Lemos||||Lulu.com||FL|
67941|10535|The Australian Concern|Jan Reyneke||||Austin Macauley||FL|
67956|22951|The Ball Hogs|Rich Wallace||||YEARLING||YXHB|YFR
67968|6226|The Battle Of Dorking|George Chesney||||Kessinger Publishing, LLC||FM|
67972|12965|The Battle of Bubble and Squeak|Philippa Pearce||||Penguin Random House Children's UK||YFB|5AJ
67973|33452|The Battle of Kupe and Te Wheke: A Maori Tale|Collins Uk||||HARPERCOLLINS UK||YFJ|
67992|20752|The Berenstain Bears and the Forgiving Tree|Mike Berenstain||||ZONDERVAN||YFK|
67994|1462|The Berenstain Bears' Kitten Rescue|Jan &. Mike Berenstain||||ZONDERVAN||YFK|
68020|47621|The Biggest Boy|Kevin Henkes||||PERFECTION LEARNING CORP||YFZR|"YBLH|YXD"
68022|36951|The Birds, the Bees, and You and Me|Olivia Hinebaugh||||Palgrave USA||YFM|
68023|49474|The Birth of Kumara|Kali Dasa||||CLAY SANSKRIT||FM|
68026|50305|The Birthday Surprise|Clara Vulliamy||||HarperCollins Publishers||YFCF|YFN
68027|70522|The Black Amulet|J.R. Wallis||||Simon & Schuster Ltd||YFH|
68033|23518|The Black-Eyed Girl|Tim Collins||||Badger Publishing||YFB|5AM
68034|12931|The Blackbird Girls|Anne Blankman||||Penguin LCC US||YFZR|"1D|YBC|YFB|YFT|YNMF"
68041|32810|The Blood Inside|Chris Parkhurst||||Trafford Publishing||FM|
68047|58536|The Blue Lotus|Herge||||HarperCollins Publishers||XADC|"5AK|YF"
68050|38269|The Blue Salt Road|Joanne M. Harris||||GOLLANCZ||FMR|"FN|FRT"
68054|48231|The Bobbsey Twins Collection, Volume 2|Laura Lee Hope, Howard R. Garis||||Flying Chipmunk Publishing||YFA|
68059|41099|The Boneshaker|Kate Milford||||HOUGHTON MIFFLIN||YFT|"1KBB|YFD|YFH"
68062|19724|The Book of Curses|Conor Kostick||||Curses & Magic||YFH|
68071|70550|The Book of Selkie|Briana Corr Scott||||Nimbus Publishing Ltd||YFH|YFJ
68072|22510|The Book of the Maidservant|Rebecca Barnhouse||||RANDOM HOUSE||YFT|
68073|40550|The Bookshop Girl|Sylvia Bishop||||Scholastic Ltd.||YFB|"5AG|5AJ|YFH|YFQ"
68076|19755|The Boredom of Haruhi Suzumiya (light novel)|Nagaru Tanigawa||||Little, Brown & Company||YF|
68077|71823|The Borrowers Afield|Mary Norton||||HARCOURT BRACE & CO||YFA|YFN
68078|37620|The Borrowers Afloat, Volume 3|Mary Norton||||HARCOURT BRACE & CO||YFA|YFN
68079|66918|The Borrowers Aloft: Plus the Short Tale Poor Stainless|Mary Norton||||HARCOURT BRACE & CO||YFA|YFN
68081|2625|The Boy Allies Under the Sea; Or, the Vanishing Submarines (WWI Centenary Series)|Robert L. Drake||||Last Post Press||YFT|YNJ
68082|57271|The Boy Allies at Verdun; Or, Saving France from the Enemy (WWI Centenary Series)|Clair Wallace Hayes||||Last Post Press||YFT|YNJ
68083|78110|The Boy Allies in Great Peril; Or, with the Italian Army (WWI Centenary Series)|Clair Wallace Hayes||||Last Post Press||YFT|YNJ
68084|14310|The Boy Allies in the Balkan Campaign; Or, the Struggle to Save a Nation (WWI Centenary Series)|Clair Wallace Hayes||||Last Post Press||YFT|YNJ
68085|17885|The Boy Allies in the Trenches; Or, Midst Shot and Shell Along the Aisne (WWI Centenary Series)|Clair Wallace Hayes||||Last Post Press||YFT|YNJ
68086|12095|The Boy Allies on the Firing Line; Or, Twelve Days Battle Along the Marne (WWI Centenary Series)|Clair Wallace Hayes||||Last Post Press||YFT|YNJ
68087|78072|The Boy Allies with Haig in Flanders; Or, the Fighting Canadians (WWI Centenary Series)|Clair Wallace Hayes||||Last Post Press||YFT|YNJ
68088|52806|The Boy Allies with the Victorious Fleets; Or, the Fall of the German Navy (WWI Centenary Series)|Robert L. Drake||||Last Post Press||YFT|YNJ
68091|24235|The Boy Scouts on Belgian Battlefields (WWI Centenary Series)|Howard Payson||||Last Post Press||YFT|YNJ
68092|10498|The Boy Volunteers with the Submarine Fleet (WWI Centenary Series)|Kenneth Ward||||Last Post Press||YFT|YNJ
68093|61060|The Boy Who Climbed into the Moon|David Almond||||Walker Books Ltd||YFH|
68094|16464|The Boy Who Cried Wolf/El Muchacho Que Grito Lobo|Teresa Mlawer||||GARDEN LEARNING||YFJ|
68095|12645|The Boy Who Grew Dragons|Andy Shepherd||||Bonnier Books UK||YFA|"5AF|5AG|YFN|YFQ"
68097|54767|The Boy Who Love to Sing|R. M. Gibson||||AUTHORHOUSE||YFG|
68098|64848|The Boy Who Sailed the Ocean in an Armchair|Lara Williamson||||Usborne Publishing Ltd||YFN|5AK
68100|34556|The Boy With Golden Eyes|Marjorie Young||||iUniverse||FMB|
68106|9563|The Boy in the Black Suit|Jason Reynolds||||Faber & Faber||YFM|"5AN|YFN|YXG"
68109|23314|The Boy with Two Lives|Abbas Kazerooni||||Allen & Unwin||YFY|
68121|51360|The Breadwinner (16pt Large Print Edition)|Deborah Ellis||||ReadHowYouWant||YFB|"1FB|YNM"
68127|32993|The Brighton Boys in the Radio Service (WWI Centenary Series)|James R. Driscoll||||Last Post Press||YFT|YNJ
68128|37340|The Brighton Boys with the Flying Corps (WWI Centenary Series)|James R. Driscoll||||Last Post Press||YFT|YNJ
68129|32818|The Brighton Boys with the Submarine Fleet (WWI Centenary Series)|James R. Driscoll||||Last Post Press||YFT|YNJ
68131|67976|The Brink of Darkness|Jeff Giles||||Bloomsbury Publishing PLC||YFB|YFC
68145|4241|The Butterfly Bee Lady - Part 2|Ig Oliver||||Austin Macauley||YFHD|
68147|50777|The Bye Bye Man: And Other Strange-But-True Tales|Robert Damon Schneck||||PERIGEE BOOKS||VXQ|
68155|38825|The Camp Fire Girls Behind the Lines (WWI Centenary Series)|Margaret O'Bannon Vandercook||||Last Post Press||YFT|YNJ
68156|17300|The Camp-Out Mystery|||||ALBERT WHITMAN & CO||YFCF|
68167|66250|The Carbon Diaries. Euer schönes Leben kotzt mich an|Saci Lloyd||||Arena Verlag GmbH||YXZG|"5AN|YF|YNT"
68173|26953|The Case of the Missing Moonstone|Jordan Stratford||||YEARLING||YFCF|"1D|YFT"
68174|1721|The Case of the Missing Moose (Book 6)|Lewis B. Montgomery||||KANE PR||YFCF|
68188|22598|The Catch of the Day|Trish Smith||||AUTHORHOUSE||YFK|
68192|49990|The Cave Beneath Sea|Edward Willett||||COTEAU BOOKS||YFJ|YFH
68194|45455|The Caves That Time Forgot|Gilbert Morris||||MOODY PUBL||YFH|YFC
68195|71102|The Cedars of Lebanon|Gary Carter||||World Castle Publishing||FLG|
68206|14683|The Chaos of Now|Erin Lange||||Faber & Faber||YFCB|"5AQ|YFB|YFM"
68207|771|The Charmed|Alan Southall||||AuthorHouse UK||FMH|
68218|53644|The Chocolate-Covered-Cookie Tantrum|Deborah Blumenthal||||CLARION BOOKS||YFN|YXE
68222|8484|The Choosing Book|Maud Lindsay||||Bluewater Publishing||YFU|
68234|49790|The Chupacabras of the Rio Grande|Adam Gidwitz, David Bowles||||Penguin Putnam Inc||YFJ|
68242|2110|The City of Lizards|Elisa Puricelli Guerra||||Capstone Global Library Ltd||YFC|"5AH|YFG"
68266|66317|The Coincidence Makers|Yoav Blum||||Macmillan USA||FBA|"1FBH|FM"
68269|11190|The Collected Supernatural and Weird Fiction of Edward Bulwer Lytton-Volume 2|Edward Bulwer Lytton Lytton||||LEONAUR||FM|
68281|67712|The Company of Goblins|Celia Leofsy||||Little Knoll Press||YFH|
68285|48403|The Complete Flash Gordon Library - The Fall of Ming (Vol 3)|Alex Raymond, Don Moore||||Titan Books Ltd||XQL|"FL|XA"
68286|25300|The Complete Grimm's Fairy Tales|Jacob Grimm, Wilhelm Grimm||||Aziloth Books||YDC|YFJ
68305|17430|The Cosmic Computer|H. Beam Piper||||Bibliotech Press||FM|
68316|61213|The Crane Wife|||||PERFECTION LEARNING CORP||YFJ|
68317|55868|The Craving|Cliff McNish||||Badger Publishing||YFB|
68323|27458|The Creeping Shadows|Lois Walfrid Johnson||||MOTT MEDIA LLC||YFK|
68327|70603|The Crimson Thread of Abandon Stories|Terayama Shuji||||MERWINASIA||FYB|FM
68337|65460|The Crown of the Revenant King|C. Justin Romano||||iUniverse||FM|
68345|72635|The Curie Society|Heather Einhorn, Adam Staffaroni||||MIT Press Ltd||YF|
68352|54823|The Curse of the Speckled Monster: Book One: Graverobbers and Gallows|John Townsend||||Salariya Book Company Ltd||YFCF|
68358|69926|The Cymerian Chapter|Henry S. Panian||||Xlibris||FL|
68368|30012|The Dark Door|Alan E. Nourse||||Positronic Publishing||FJ|FL
68371|31715|The Dark Pond|Joseph Bruchac||||HARPERCOLLINS||YFD|1KBB
68375|75347|The Darkness Within|Kelly Hashway||||Spencer Hill Press||YFH|
68376|67120|The Dawn of Pelayaces|C. R. Myers||||White Bird Publications||YFC|
68384|78560|The Death of Broceliande|Brian Stableford||||Wildside Press||FMH|
68401|33472|The Dexan Queen of Speed|Fy||||Grosvenor House Publishing Limited||FJ|FL
68411|19823|The Do It Myself Kids' Cookbook: Nothing Sharp, Nothing Hot!|Laurie Goldrich Wolf||||DOWNTOWN BOOKWORKS||YF|
68414|34333|The Dog Who Saved the World|Ross Welford||||Harper Collins Publ. UK||YFC|YFN
68419|44601|The Don of Siracusa|Sean Rea||||FriesenPress||FF|FH
68421|36948|The Double Helix Book 3|National Geographic Kids, Trudi Trueit||||National Geographic Kids||YFA|YFC
68429|21773|The Dragon Watcher's Handbook|Jessica Feinberg||||Jessica C. Feinberg||FM|
68444|5491|The Dryatrix|L. Z. M. Lightbrick||||Lulu Publishing Services||FM|
68450|28521|The Dusk Society|Sidney Williams, Mark Jones||||Campfire||XADC|YFD
68453|10457|The Dying of the Light|Derek Landy||||HARPERCOLLINS 360||YFD|"YFH|YFQ"
68455|57467|The Eagle|Rosemary Sutcliff||||SQUARE FISH||YFC|YFT
68471|12189|The Emperor's New Clothes: A Story about Honesty|Meredith Rusu||||CHILDRENS PR||YFJ|
68476|46313|The Enchanted Rope|David D. Bernstein||||Outskirts Press||YFJ|
68479|64912|The End - Nemesis|G. Michael Hopf||||Luzifer|||FLQ
68492|54290|The Endless Elsewhere|J. P. Leck||||Outskirts Press||FM|
68505|12209|The Eternal Flame: Book 11|T. A. Barron||||PUFFIN BOOKS||YFJ|YFH
68517|56963|The Expanse Hardcover Boxed Set: Leviathan Wakes, Caliban's War, Abaddon's Gate: Now a Prime Origina|James S. A. Corey||||ORBIT||FLS|
68518|45200|The Extinction Cycle - Buch 5: Von der Erde getilgt|Nicholas Sansbury Smith||||Festa Verlag||FKM|"FH|FLQ"
68521|55347|The Extraordinary Adventures of Normal Norman & The Myhr of Atlantium|Tim Goehle||||Tim Goehle Studios||FM|
68523|78037|The Eyes of the Woods|Joseph Altsheler||||Benediction Books||YFC|
68525|53505|The Face Of A Rogue: A Dystopian Sci-Fi Thriller|Taylor Anderson||||LIGHTNING SOURCE INC||FDB|"FH|FL"
68533|43740|The Fairy King|Emma Porter||||Xlibris US||FM|
68539|2310|The Falling in Love Montage|Ciara Smyth||||Andersen Press||YXFD|"5AP|5PSL|1DDR|1DDU|YFM|YFN|YNF|YXHL|YXK"
68540|34688|The Falls|Kristine Kathryn Rusch||||WMG Publishing, Inc.||FLS|
68556|60630|The Ferocious Frog Family|John R. McGrane||||ARCHWAY PUB||YF|
68561|62786|The Final Drop|Robert Hewitt Wolfe||||Turner||YFH|
68567|9944|The Fire Stallion|Stacy Gregg||||HarperCollins Publishers||YFC|"1DNC|YFP"
68570|75859|The Firehouse Mystery|||||ALBERT WHITMAN & CO||YFCF|
68572|46209|The Firestorm Heart|Lor Duk||||iUniverse||YFH|
68578|29436|The First Document|Pranay Venkatesh||||Partridge India||FMW|
68583|1828|The Fish That Got Away|Penelope Dyan||||Bellissima Publishing LLC||YNMH|YFB
68584|50065|The Five Masks of Dr. Screem: Special Edition (Goosebumps Hall of Horrors #3), Volume 3: Special Edi|R. L. Stine||||SCHOLASTIC||YFD|YFQ
68586|69086|The Flavors of Other Worlds|Alan Dean Foster||||WordFire Press LLC||FLS|
