titleQueried|titleFound|author|language|description|isbn
The Yearbook|The Yearbook|Holly Bourne|en|"The dramas, the traumas, the rumours - it's time to expose it all... The Perks of Being a Wallflower meets Mean Girls in this scathingly funny and relatable high-school takedown from the queen of UKYA. Most likely to...be forgotten Working on the school newspaper, Paige is used to dealing with fake stories. How popular girl Grace is a such an amazing person (lie). How Laura steals people's boyfriends (lie). How her own family are so perfect (lie). Now Grace and friends have picked their ""best"" high-school moments for Paige to put in the all-important Yearbook. And they're not just fake. They're poison. But Paige has had enough of all the lies in her life. And with the help of Elijah - the only boy who could ever understand her - she's going to reveal the truth, whatever the cost... Most likely to...bring the popular girls down"|9781474996372
The Yearbook|The Yearbook|Jonathan Johnson|en|Landon seems to have it all together. He's smart, funny, and an excellent basketball player with a heart the size of Texas. The only time he ever really feels off his game is when he crosses paths with a certain girl...Brittany Baker. As the school year comes to an end, he finally faces his fears by telling Brittany how he feels about her. As he gains ground with Brittany, he makes an unrealized mistake that might cost him the girl that he has worked so hard to win over. Will Landon overcome his mistake... or will he loose Brittany, the girl of his dreams.|9781734366211
The Passengers|The Passengers|John Marrs|de|»Guten Morgen, Claire. Sie dürften bemerkt haben, dass sich Ihr Fahrzeug nicht mehr unter Ihrer Kontrolle befindet. Ab sofort bestimme ich, wohin Ihre Fahrt geht. Im Augenblick gibt es nur eines, das Sie wissen sollten: In zwei Stunden und dreißig Minuten sind Sie höchstwahrscheinlich tot.« Als die hochschwangere Claire Arden diese Worte aus dem Lautsprecher ihres nagelneuen selbstfahrenden Autos vernimmt, hält sie es zunächst für einen schlechten Scherz. Schnell stellt sich jedoch heraus, dass sie tatsächlich in ihrem Wagen gefangen ist. Und sie ist nicht die Einzige – noch sieben weitere Passagiere sind in derselben Situation: Die Systeme ihrer Autos wurden geknackt, und nun befinden sie sich auf einem fatalen Kollisionskurs. Doch damit nicht genug: Der Hacker streamt das ganze live im Internet, und die Zuschauer entscheiden über Leben und Tod der acht Passagiere ...|9783641255176
The Passengers|The Passengers|John Marrs|en|Eight self-drive cars set on a collision course. Who lives, who dies? You decide. 'Provocative, terrifying and compulsive. Another savagely clever near future thriller' Cara Hunter, bestselling author of CLOSE TO HOME A gripping page-turning thriller for fans of BLACK MIRROR from the bestselling author of THE ONE - soon to be a major Netflix series. John Marrs' latest high-tech thriller, THE MINDERS, is out now. ____________ When someone hacks into the systems of eight self-driving cars, their passengers are set on a fatal collision course. The passengers are: a TV star, a pregnant young woman, a disabled war hero, an abused wife fleeing her husband, an illegal immigrant, a husband and wife - and parents of two - who are travelling in separate vehicles and a suicidal man. Now the public have to judge who should survive but are the passengers all that they first seem? 'A 1970s disaster movie by way of Black Mirror, with a dash of Michael Crichton ... a sleek, exhilarating ride' Financial Times ____________ WHAT READERS ARE SAYING 'I was gripped right from the start - the plot had many twists and turns' - Melanie 'An absorbing, engaging read that grabs you and doesn't let go, keeping you awake long past your bedtime' - Gisele 'One of the most thrilling books I've read this year' - Luke 'Marrs is so talented at creating these future worlds that are completely plausible and therefore utterly terrifying' - Kate 'Has many twists and turns which keep you guessing to the very last page' - Greta 'My heart is still pounding just thinking about this brilliantly twisted novel. An edge of your seat read' - Sara|9781473582262
Der letzte Schwur|Der letzte Schwur|Nalini Singh|de|Die Gesellschaft, wie sie war, existiert nicht mehr. Gestaltwandler, Mediale und Menschen stehen vor schweren Entscheidungen und müssen lernen, einander zu vertrauen. Doch neue Machtansprüche drohen den jungen Frieden zu zerstören. Im Visier der Terroristen: ein kleines Mädchen, das sowohl mediale Kräfte besitzt als auch die Gestalt wandeln kann und damit das Symbol für die neue Ordnung ist. Naya, die Tochter von Sascha Duncan und Lucas Hunter, dem Alpha-Paar der DarkRiver Leoparden! Als es zu einem Anschlag auf Naya kommt, steht die Welt erneut vor dem Abgrund ...|9783736302983
One of Us Is Lying|One of Us Is Lying|Karen M. McManus|en|"FROM THE #1 NEW YORK TIMES BESTSELLING AUTHOR, KAREN McMANUS “Pretty Little Liars meets The Breakfast Club” (Entertainment Weekly) in this “flat-out addictive” (RT Book Reviews) story of what happens when five strangers walk into detention and only four walk out alive. Pay close attention and you might solve this. On Monday afternoon, five students at Bayview High walk into detention. Bronwyn, the brain, is Yale-bound and never breaks a rule. Addy, the beauty, is the picture-perfect homecoming princess. Nate, the criminal, is already on probation for dealing. Cooper, the athlete, is the all-star baseball pitcher. And Simon, the outcast, is the creator of Bayview High’s notorious gossip app. Only, Simon never makes it out of that classroom. Before the end of detention Simon's dead. And according to investigators, his death wasn’t an accident. On Monday, he died. But on Tuesday, he’d planned to post juicy reveals about all four of his high-profile classmates, which makes all four of them suspects in his murder. Or are they the perfect patsies for a killer who’s still on the loose? Everyone has secrets, right? What really matters is how far you would go to protect them. And don’t miss the sequel, One of Us is Next! Praise for One of Us Is Lying An Entertainment Weekly Best YA Book of the Year Selection A Buzzfeed Best YA Book of the Year Selection A Popcrush Best Young Adult Book of the Year Selection A New York Public Library's Best Book for Teens Selection A CBC Teen Choice Book Award Nominee A Bustle Best Young Adult Book of May 2017 A Goodreads Best Young Adult Book of the Year Nominee A YALSA Best Fiction Book Nominee A YALSA Quick Pick for Reluctant Young Adult Readers “You’ll tear through this juicy, super-fun (if murder can ever be fun?) thriller.""—Bustle ""A whodunit with a Breakfast Club twist...following four unique voices on a chase to find the killer, this one will keep you guessing until the very, very end.""—Popcrush ""Twisty plotting, breakneck pacing and intriguing characterisation add up to an exciting, single-sitting thrillerish treat.""—The Guardian ""This is no ordinary whodunit…surprising and relevant.""—USA Today “An addictive, devour-in-one-sitting thriller.”—Kara Thomas, author of The Darkest Corners, Little Monsters, and The Cheerleaders ★""[As] McManus's intense mystery unfolds...each character becomes more complex and nuanced, adding richness and depth to the suspense."" —VOYA, Starred Review"|9781524714703
nan|台灣指南||en||
Das Lied von Eis und Feuer 01. Die Herren von Winterfell|Das Lied von Eis und Feuer 1 - Die Herren von Winterfell|Almanca Germany|de||
Conni tanzt|Conni tanzt|Eva Wenzel-Bürger, Liane Schneider|de|Conni enjoys dancing with the other children in her ballet class. But how will she handle dancing for an audience?|9783551086297
Conni tanzt|Conni tanzt||en||9783551057600
The Soul Hunters|The Soul Hunters|Chris Bradford|en|Have you ever experienced dreams so vivid it seems like you have lived them? Or had déjà vu so strong you're convinced you must have been there before? The explosive first book in a brand new action-packed series from bestselling author Chris Bradford. Late one night a schoolgirl is attacked in a city park. When a stranger rushes to her rescue, Genna Adams believes it's luck that their paths crossed. Then a week later, the same boy saves her from being kidnapped and Genna realises this is no coincidence. But the explanation offered by the boy, Phoenix, is even stranger than she could have imagined - a long-forgotten foe has tracked her across lifetimes to lay claim to Genna's very soul. As the hunters close in, Genna has no choice but to trust her mysterious protector - and soon she is swept into a deadly adventure, racing across time to save herself and, ultimately, the human race. Because for Genna, death is only the beginning...|9780241326718
The Soul Hunters|Soul Hunters|Rane Willerslev|en|"This is an insightful, highly original ethnographic interpretation of the hunting life of the Yukaghirs, a little-known group of indigenous people in the Upper Kolyma region of northeastern Siberia. Basing his study on firsthand experience with Yukaghir hunters, Rane Willerslev focuses on the practical implications of living in a ""hall-of-mirrors"" world—one inhabited by humans, animals, and spirits, all of whom are understood to be endless mimetic doubles of one another. In this world human beings inhabit a betwixt-and-between state in which their souls are both substance and nonsubstance, both body and soul, both their own individual selves and reincarnated others. Hunters are thus both human and the animals they imitate, which forces them to steer a complicated course between the ability to transcend difference and the necessity of maintaining identity."|9780520941007
The Soul Hunters|Soul Hunters|Chris Bradford|de|Der Tod ist erst der Anfang ... Als die junge Genna eines Abends von einer Gang überfallen wird und ihr ein Fremder zu Hilfe eilt, glaubt sie an einen Zufall. Aber als sie kurz darauf Opfer einer Entführung wird und ihr wieder der junge Held zur Seite springt, wird rasch klar, dass etwas echt Mysteriöses vor sich geht. Und die Erklärung, die ihr Retter Phoenix ihr auftischt, findet Genna noch verrückter: Die sie verfolgende Gang gehöre den Soul Hunters an, einer finsteren Sekte, die hinter Gennas Seele her sei, um sie zu zerstören und damit die Welt ihrer Menschlichkeit zu berauben. Phoenix behauptet, ihr Guardian und Gennas einzige Rettung zu sein. Doch als plötzlich ein weiterer mächtiger Feind auf den Plan tritt, steht ihrer beider Schicksal auf Messers Schneide ...|9783641225834
The Soul Hunters|Soul Hunters|Benjamin Mollenhour|en|For thousands of years, since Egyptian Pharaoh Narmer made a wrongful deal with the Gods, evil has persisted in creating fear within the weak. Conquering the weakened and lost souls, the soul hunters strengthen their own life beyond years. In eighteenth-century Georgia, Reginald, a prominent soul hunter, leads a group of runaway children where his true identity is shared with one person, Ulmer. Afterward, Ulmer and Reginald are influential to one child who grows into a future soul hunter - Frederick. As the years go by and as time changes, Frederick, whose life was transformed as a young child, also changes. Working with his mentor, he uses a new way to not only steal souls but also attempt to become the most powerful soul hunter. In his quest to do so, he faces challenges. These encounters seem too easy until something unexpected occurs. Traveling to Egypt and South America, he confronts an enemy he never knew with an ally he didn't expect.|9781948278355
The Soul Hunters|The Soul Hunters|Christopher Torockio|en|A patriarch's death shakes loose from his three middle-aged sons and their spouses the secrets they have kept even from themselves, and over one long day and night a history and present realign to give this family a chance to survive.|9781625579362
The Soul Hunters|Soul Hunters|Gerd Ruebenstrunk|de|Spannung pur: ein actiongeladener Thriller über Liebe, Verfolgung und ein toughes Mädchen Hackerin Hannah hat eine Partnerbörse entwickelt, basierend auf einem Algorithmus, der Seelenverwandte findet und zusammenbringt. Doch das Programm ruft machtgierige Feinde auf den Plan. Es gibt nur einen, dem Hannah jetzt noch trauen kann: Jona, ihrem Seelenverwandten. Die beiden finden heraus, dass ihre Verfolger einer gefährlichen Organisation angehören. Wenn sie mit dem Leben davonkommen wollen, müssen sie die ganze Wahrheit herausfinden - bevor es zu spät ist ...|9783522653725
The Soul Hunters|The Soul Hunter|Melanie Wells|en|Peter Terry Returns A knock at her door. A bloody axe. A murder weapon in her own living room. The elusive white man with the slash on his back is out hunting again, chasing souls. Peter Terry is haunting minds, invading dreams, and wrecking lives. As Dylan Foster searches for answers, she stumbles upon a dark cult of angel worship. Harking back to the days of Noah, it’s now blinding and intoxicating young people, leading them to their deaths. In this battle for souls, everything’s up for grabs, leaving Dylan grasping for strength as the battle rages around her. When at last she discovers the truth, it is far from the truth she expected. “What does Peter Terry want with my son?” “The same thing he wants with all of us. Peter Terry is a hunter,” I said. “He’s hunting souls.” Dylan Foster, a psychology professor at Southern Methodist University, is preparing for a Saturday night date when she hears something at her front door. She opens the door--and a bloody ax falls into her entryway, bringing a young woman’s murder, quite literally, into Dylan's living room. Caught up in a desperate search for answers, Dylan must use her psychologist’s mind and acute spiritual radar to unearth the connections between the murdered girl; the accused murderer and convicted rapist Gordon Pryne; and Peter Terry, the elusive white man with the slash on his back. Peter Terry is hunting again, chasing souls, haunting minds, invading dreams, and wrecking lives. As Dylan draws closer to the answer she seeks, she stumbles upon a discovery that draws her ever deeper into danger. But Dylan cannot find the truth—not until she realizes nothing is as it seems in the fight for the human soul… “The master of supernatural mystery, Melanie Wells delivers big time in The Soul Hunter. A dash of romance and a generous serving of humor, seasoned with grace, makes this a thriller not to be missed.” Kathryn Mackel, author of The Hidden “Part mystery thriller, part comedy of manners, part novel of moral scrutiny, The Soul Hunter showcases Wells’ gift for spinning an intricate tale filled with an edgy mix of humor, suspense, and spiritual intrigue. I swallowed the novel in one deliciously terrified gulp.” K. L. Cook, author of Last Call and The Girl from Charnelle Story Behind the Book “These themes—the reality of spiritual warfare, the faithfulness of God, the significance of seemingly mundane events, the importance of individual faithfulness—have always fascinated me. And Peter Terry is such a compelling character. Writing this book was almost like showing up to see what he would do next! The dimensions of the individual being seemed to spin out, creating fascinating characters and a storyline that wove itself in complicated and unexpected ways.” —Melanie Wells|9780307562579
The Soul Hunters|Soul Hunters|George Markstein|en||9780755103027
The Soul Hunters|The Soul Hunter|Aleister Crowley, 100th Monkey Press|en||
The Shadows Between Us|The Shadows Between Us|Tricia Levenseller|en|Tricia Levenseller, author of Daughter of the Pirate King, is back with an epic YA tale of ambition and love in The Shadows Between Us... “They’ve never found the body of the first and only boy who broke my heart. And they never will.” Alessandra is tired of being overlooked, but she has a plan to gain power: 1) Woo the Shadow King. 2) Marry him. 3) Kill him and take his kingdom for herself. No one knows the extent of the freshly crowned Shadow King’s power. Some say he can command the shadows that swirl around him to do his bidding. Others say they speak to him, whispering the thoughts of his enemies. Regardless, Alessandra knows what she deserves, and she’s going to do everything within her power to get it. But Alessandra’s not the only one trying to kill the king. As attempts on his life are made, she finds herself trying to keep him alive long enough for him to make her his queen—all while struggling not to lose her heart. After all, who better for a Shadow King than a cunning, villainous queen? “Tricia Levenseller’s latest, The Shadows Between Us, is a decadent and wickedly addictive fantasy, full of schemes and court intrigue, and delightful descriptions of food, which I am always a fan of.” —Kendare Blake, #1 New York Times bestselling author of the Three Dark Crowns series|9781250189974
The Shadows Between Us|The Shadow Between Us|Carol Mason|en|What is it about the coast that attracts people running from their past? Maybe there's something in a sea breeze that blows away your problems. Maybe when you look out at the ocean you can see the future; forget the secrets and pain holding you back. Or at least you can forget them for a time. When Olivia moves to Port Townsend, her marriage is floundering, and her life is in pieces. She doesn't know if things with her husband Mark are truly over, or quite why the phone call she longs for on her daughter's birthday will never come. Joining a letter-writing club seems like a harmless decision. But when she meets Ned, an ex-soldier badly wounded in Afghanistan, this unlooked-for friendship revives unexpected emotions and memories she'd rather forget. Can Olivia find the courage to confront what she's hiding from and finally begin to heal the wounds that have torn her life apart? From the bestselling author of After You Left comes a story about finding hope in second chances.|9781542041867
Daughter of the Pirate King|Daughter of the Pirate King|Tricia Levenseller|en|There will be plenty of time for me to beat him soundly once I've gotten what I came for. Sent on a mission to retrieve an ancient hidden map—the key to a legendary treasure trove—seventeen-year-old pirate captain Alosa deliberately allows herself to be captured by her enemies, giving her the perfect opportunity to search their ship. More than a match for the ruthless pirate crew, Alosa has only one thing standing between her and the map: her captor, the unexpectedly clever and unfairly attractive first mate Riden. But not to worry, for Alosa has a few tricks up her sleeve, and no lone pirate can stop the Daughter of the Pirate King. In Daughter of the Pirate King, debut author Tricia Levenseller blends action, adventure, romance, and a little bit of magic into a thrilling YA pirate tale.|9781250095978
Caraval|Finale|Stephanie Garber|de|Das magische Spiel Caraval mag vorüber sein, doch in Valenda, der Hauptstadt des Meridianreichs, spinnt Master Legend weiterhin seine trügerischen Fäden. Nun stehen Leben, ganze Imperien und vor allem Herzen auf dem Spiel: Tella muss entscheiden, ob sie lieber Legend vertraut oder einem ehemaligen Feind. Währenddessen stößt ihre Schwester Scarlett auf ein Geheimnis, das ihr Leben auf den Kopf stellt und sie zwingt, das Unmögliche zu vollbringen. Und Legend selbst steht vor einer Entscheidung, die ihn für immer verändern wird. Jetzt gibt es keine Zuschauer mehr, sondern nur die, die gewinnen, und diejenigen, die alles verlieren werden ...|9783492997683
Caraval|Caraval|Stephanie Garber|de|Scarlett sehnte sich schon immer danach, das Festival Caraval zu besuchen. Es verspricht die magische Erfüllung von Wünschen, Abenteuern und Freiheit. Doch Scarletts Vater verbietet seinen Töchtern, die Heimat zu verlassen. Caraval erscheint unerreichbar – bis Scarlett von ihrer Schwester Donatella und dem geheimnisvollen Julian entführt wird, die ihr den Eintritt zum Festival ermöglichen. Scarlett fühlt sich am Ziel ihrer Träume. Aber als sie Caraval betritt, beginnt sie zu zweifeln. Etwas Dunkles und Geheimnisvolles umgibt diese Welt. Räume verändern auf magische Weise ihre Größe, Brücken führen plötzlich an andere Orte und verborgene Falltüren zeigen Scarlett den Weg in finstere Tunnel, in denen Realität und Zauber nicht mehr voneinander zu unterscheiden sind. Und als ihre Schwester verschwindet, muss Scarlett feststellen, dass sich ein furchtbares Geheimnis hinter Caraval verbirgt ...|9783492965781
Caraval|Caraval|Stephanie Garber|en|The acclaimed New York Times bestseller! Welcome, welcome to Caraval—Stephanie Garber’s sweeping tale of the unbreakable bond between two sisters. It’s the closest you'll ever find to magic in this world... Scarlett has never left the tiny island where she and her beloved sister, Tella, live with their powerful, and cruel, father. Now Scarlett’s father has arranged a marriage for her, and Scarlett thinks her dreams of seeing Caraval, the far-away, once-a-year performance where the audience participates in the show, are over. But this year, Scarlett’s long-dreamt of invitation finally arrives. With the help of a mysterious sailor, Tella whisks Scarlett away to the show. Only, as soon as they arrive, Tella is kidnapped by Caraval’s mastermind organizer, Legend. It turns out that this season’s Caraval revolves around Tella, and whoever finds her first is the winner. Scarlett has been told that everything that happens during Caraval is only an elaborate performance. But she nevertheless becomes enmeshed in a game of love, heartbreak, and magic with the other players in the game. And whether Caraval is real or not, she must find Tella before the five nights of the game are over, a dangerous domino effect of consequences is set off, and her sister disappears forever. Welcome, welcome to Caraval . . . beware of getting swept too far away. New York Times bestseller #1 IndieNext Pick Publishers Weekly Flying Start Entertainment Weekly Best 10 YA Books of 2017 Teen Vogue Best YA Book of the Year Amazon Best Book of the Year Barnes & Noble Best Book of the Year BuzzFeed Best Book of the Year “The Hunger Games meets The Night Circus. Grade: A-.” —Entertainment Weekly “Impressive, original, wondrous.” —USA Today “Spellbinding.” —US Weekly “Magnificent.” —Publishers Weekly, starred review “I lost myself in this world.” —Sabaa Tahir, author of An Ember in the Ashes “Beautifully written.” —Renée Ahdieh, author of The Wrath and the Dawn “Shimmers with magic.” —Marie Rutkoski, author of The Winner’s Curse “Darkly enchanting.” —Kiersten White, author of And I Darken “Decadent.” —Roshani Chokshi, author of The Star-Touched Queen “Like stepping into a living dream.” —Stacey Lee, author of Outrun the Moon “Destined to capture imaginations.” —Kirkus Reviews “Ideal for fans of The Night Circus, Stardust, and The Hunger Games.” —School Library Journal|9781250095275
Unravel Me|Unravel Me|Tahereh Mafi|en|"The thrilling second installment in New York Times bestselling author Tahereh Mafi’s Shatter Me series. It should have taken Juliette a single touch to kill Warner. But his mysterious immunity to her deadly power has left her shaken, wondering why her ultimate defense mechanism failed against the person she most needs protection from. She and Adam were able to escape Warner’s clutches and join up with a group of rebels, many of whom have powers of their own. Juliette will finally be able to actively fight against The Reestablishment and try to fix her broken world. And perhaps these new allies can help her shed light on the secret behind Adam’s—and Warner’s—immunity to her killer skin. Juliette’s world is packed with high-stakes action and tantalizing romance, perfect for fans of the Red Queen series by Victoria Aveyard and the Darkest Minds trilogy by Alexandra Bracken. Ransom Riggs, #1 New York Times bestselling author of Miss Peregrine's Home for Peculiar Children, raved: ""A thrilling, high-stakes saga of self-discovery and forbidden love, the Shatter Me series is a must-read for fans of dystopian young-adult literature—or any literature!"" And don’t miss Defy Me, the shocking fifth book in the Shatter Me series!"|9780062085566
Unravel Me|Unravel Me|Christie Ridgway|en|The follow-up to How to Knit a Wild Bikini. Who knew knitting could be so sexy? Young widow Juliet Weston finds solace?and friendship?at beachside knitting shop Malibu & Ewe. But closer to home, a longtime family friend and former soldier is the one who will help her discover just how to knit two hearts together.|9781440639081
Unravel Me|Unravel Me|Kendall Ryan|en|From New York Times Bestselling Author -- Kendall Ryan Psychology student Ashlyn Drake's neat, orderly life takes a turn for the crazy when she finds the perfect subject for her amnesia thesis - a young man without any memory of his previous life, including the murder he's accused of committing. Against all common sense, Ashlyn's drawn to him like a moth to a flame. Perhaps it's that he's so incredibly male, and even handcuffed to his hospital bed, he could pass for a cologne ad - Scent de Insanity. Or perhaps it's because she's spent too many lonely nights studying. Either way, she's determined to help him solve the mystery of his past. She begins to unravel who he was before, using his cryptic tattoos, and his paintings that scream of a dark past as her only clues. When she finally learns his secret, there's no telling which one is the real him, the gentle lover she's fallen for or the troubled man with a dark past.|9781301090969
Shadow and Bone 1|Shadow and Bone|Leigh Bardugo|en|"*The Grishaverse will be coming to Netflix soon with Shadow and Bone, an original series!* Enter the Grishaverse with book one of the Shadow and Bone Trilogy by number one New York Times-bestselling author, Leigh Bardugo. Perfect for fans of Laini Taylor and Sarah J. Maas. Now with a stunning new cover and exclusive bonus material: The Demon in the Wood (a Darkling prequel story) and a Q&A with Leigh Bardugo. Soldier. Summoner. Saint. Orphaned and expendable, Alina Starkov is a soldier who knows she may not survive her first trek across the Shadow Fold - a swath of unnatural darkness crawling with monsters. But when her regiment is attacked, Alina unleashes dormant magic not even she knew she possessed. Now Alina will enter a lavish world of royalty and intrigue as she trains with the Grisha, her country's magical military elite - and falls under the spell of their notorious leader, the Darkling. He believes Alina can summon a force capable of destroying the Shadow Fold and reuniting their war-ravaged country, but only if she can master her untamed gift. As the threat to the kingdom mounts and Alina unlocks the secrets of her past, she will make a dangerous discovery that could threaten all she loves and the very future of a nation. Welcome to Ravka . . . a world of science and superstition where nothing is what it seems. Read all the books in the Grishaverse! The Shadow and Bone Trilogy (previously published as The Grisha Trilogy) Shadow and Bone Siege and Storm Ruin and Rising The Six of Crows Duology Six of Crows Crooked Kingdom The King of Scars Duology King of Scars Rule of Wolves The Language of Thorns: Midnight Tales and Dangerous Magic The Severed Moon: A Year-Long Journal of Magic The Lives of Saints Praise for the Grishaverse ""A master of fantasy."" -The Huffington Post ""Utterly, extremely bewitching."" -The Guardian ""The best magic universe since Harry Potter."" -Bustle ""This is what fantasy is for."" -The New York Times Book Review ""[A] world that feels real enough to have its own passport stamp."" -NPR ""The darker it gets for the good guys, the better."" -Entertainment Weekly ""Sultry, sweeping and picturesque. . . . Impossible to put down."" -USA Today ""There's a level of emotional and historical sophistication within Bardugo's original epic fantasy that sets it apart."" -Vanity Fair ""Unlike anything I've ever read."" -Veronica Roth, bestselling author of Divergent ""Bardugo crafts a first-rate adventure, a poignant romance, and an intriguing mystery!"" -Rick Riordan, bestselling author of the Percy Jackson series"|9781780621838
Poeti shqiptar|Poeti shqiptar|Irena Gjoni|sq|"Poeti shqiptar sipas studiuesve te huaj dhe vendas Ne fi llim kam qene ne dileme per realizimin e ketij libri, nese duhej bere ose jo. Arsyeja frenuese ishte qe keto lloj formatesh zakonisht realizohen pas dekadash karriere te poetit apo shkrimtarit, pas nje numri te shumte botimesh e ribotimesh ne gjuhen ame dhe ato te huaja, pas nje numri te konsiderueshem studimesh per te etj..Ndersa nga ana tjeter ishte nje poet, dramaturg, perkthyes letrar dhe publicist me nje moshe relativisht te re (lindur me 1978) dhe menje pervoje me rreth 14 vite krijimtari qe prej botimit te librit te tij te pare me poezi Shekulli i premtimeve (1999), ku u be i njohur per lexuesin ne Kosove. ""Takimi"" im i pare me Kelmendin ka qene shume heret permes poezise se tij, ku kam ngele e befasuar nga imazhet e shumta te intertekstit, ku bart sa risi e origjinalitet, aq edhe gjurmen e kujtesen e nje trashegimie dhe te tradites. Dr. Irena Gjoni"""|9781326284640
Shatter Me|Shatter Me|Tahereh Mafi|en|"X-Men meets The Handmaid's Tale in this first instalment in an epic and romantic YA fantasy trilogy perfect for fans of Sarah J. Maas, Victoria Aveyard's The Red Queen, Netflix's Stranger Things and Leigh Bardugo's Six of Crows. A fragile young teenage girl is held captive. Locked in a cell by The Reestablishment – a harsh dictatorship in charge of a crumbling world. This is no ordinary teenager. Juliette is a threat to The Reestablishment's power. A touch from her can kill – one touch is all it takes. But not only is she a threat, she is potentially the most powerful weapon they could have. Juliette has never fought for herself before but when she’s reunited with the one person who ever cared about her, the depth of the emotion and the power within her become explosive . . . ""Addictive, intense, and oozing with romance. I’m envious. I couldn’t put it down.” - Lauren Kate, New York Times bestselling author of Fallen 'Dangerous, sexy, romantic and intense. I dare you to stop reading!' - Kami Garcia, bestselling author of the Beautiful Creatures series Tahereh Mafi is the New York Times bestselling author of the Shatter Me series which has been published in over 30 languages around the world. She was born in a small city somewhere in Connecticut and currently resides in Santa Monica, California, with her husband, Ransom Riggs, fellow bestselling author of Miss Peregrine's Home For Peculiar Children, and their young daughter. She can usually be found overcaffeinated and stuck in a book. Follow her on Instagram and Twitter @TaherehMafi"|9781780318684
Der Herr der Ringe|Der Herr der Ringe|J.R.R. Tolkien|de|- Neuausgabe in rotem Leinen - in aufwendiger Ausstattung - enthält alle drei Teile des »Herrn der Ringe«, samt Anhängen und Register - auf dem neuesten Stand der Tolkienforschung - Neuausgabe in rotem Leinen - in aufwendiger Ausstattung - enthält alle drei Teile des »Herrn der Ringe«, samt Anhängen und Register - auf dem neuesten Stand der Tolkienforschung »Der Herr der Ringe« in zwei Sätzen: Einem jungen Hobbit namens Frodo wird ein Ring anvertraut, von dem eine dunkle Macht ausgeht. Frodo macht sich mit seinen Freunden auf eine abenteuerliche Reise, um das von der zerstörerischen Kraft des Rings bedrohte Auenland zu retten.|9783608105353
Der Herr der Ringe|Der Herr der Ringe|J. R. R. Tolkien|de|Ein beschauliches Dorf im Auenland. Alles ist ruhig und friedlich, bis der junge Hobbit Frodo einen unvorstellbar gefährlichen Auftrag bekommt: Er muss eine Fahrt quer durch Mittelerde ins düstere Mordor antreten, um dort den Einen Ring der Macht zu zerstören... Denn nur so kann die dunkle Herrschaft Saurons gebrochen werden. (Quelle: Buchdeckel verso).|9783608939828
Der Herr der Ringe|Der Herr der Ringe|John Ronald Reuel Tolkien|de||9783608930009
Der Herr der Ringe|Der Herr der Ringe||de||
Der Hobbit|Der Hobbit|David Wenzel, Charles Dixon, J.R.R. Tolkien|de|»Der Hobbit« ist die Geschichte von Bilbo Beutlin, eines ruhigen und zufriedenen Hobbits, dessen Leben auf den Kopf gestellt wird, als er den Zauberer Gandalf und die dreizehn Zwerge bei ihrer Suche nach dem gestohlenen Zwergenschatz begleitet. Eine abenteuerliche und gefährliche Reise beginnt... Für diese Ausgabe wurden mehr als 30 Seiten vom Zeichner überarbeitet und verbessert. Alle Originalvorlagen wurden neu gescannt, um diese Ausgabe so farbenprächtig und authentisch wie möglich zu gestalten. Ein Genuss für alle alten und neuen Fans des Hobbits.|9783551761033
Der Hobbit|Der Hobbit|J.R.R. Tolkien|de|Ohne große Ansprüche lebt Bilbo Beutlin im Auenland, bis er von dem Zauberer Gandalf und einer Horde Zwerge aus seiner Beschaulichkeit und seinem gemütlichen Alltag gerissen wird. Auf einmal findet er sich mitten in einem Abenteuer wieder, das ihn zu dem riesigen und gefährlichen Drachen Smaug führt, der einen kostbaren Schatz in seinen Besitz gebracht hat und eifersüchtig hütet ... Mit 26 Farbtafeln und 38 Schwarzweißzeichnungen des bekannten Tolkienkünstlers Alan Lee, der für den Herr-der-Ringe-Film maßgeblich die Visualisierung von Tolkiens Welt und Figuren gestaltet hat. Alen Lee, geboren 1947 in Middlesex, gilt als einer der bedeutendsten Illustratoren der Werke J. R. R. Tolkiens. Für seine Designs der Herr-der-Ringe-Filmtrilogie wurde er 2004 mit dem Oscar ausgezeichnet.|9783608106459
Der Hobbit|Der Hobbit||en||9783551761026
Asphalt Tribe|Asphalt tribe|Morton Rhue|en||9783473543021
Asphalt Tribe|Asphalt Tribe|Morton Rhue|en||9783473353361
Enayrah von Mamnouna|Enayrah von Mamnouna|Ariane Failer|de|Eine mächtige Meereswellen rollte über uns hinweg. Hagelkörner prasselten nieder. Der Himmel verdunkelte sich, Vögel der feindlichen Djinnyjah kreisten über uns und griffen an! Unsere Kräfte ließen nach, wir sanken hinab in das Reich von Melletele.|9783710336911
