itemID|title|titleFound|author_raw|author_api|language|collection|isbn|publisher_raw|publisher_api|publishedDate|description|main topic|subtopics|thumbnail|maturityRating|pageCount|isEbook
12702|Need||Joelle Charbonneau|||||HOUGHTON MIFFLIN||||YFCF| YX                               ||||
48765|Neil Gaiman & Chris Riddell Box Set||Neil Gaiman, Chris Riddell|||||Bloomsbury UK||||XADC| 5AJ 5AK YFD                            ||||
56658|Nemi||Göran Rova|||||Books on Demand||||FM| FN                               ||||
78576|Nether World||John W. Twilley|||||iUniverse||||FL|                                ||||
76496|Neumondschatten||Stefanie Hasse|||||Amrun||||YFM| FM FMR FR                             ||||
15628|Neutrinos||Bernd Moll|||||Bookmundo Direct||||FL|                                ||||
12567|Never Ever||Willow Rose|||||BUOY MEDIA||||FRM|                                ||||
57087|New Adventures||K. N. Nguyen, Estee Lee-Mountel, T. M. Lowe|||||DragonScript||||DNT| FL                             ||||
25554|New Beginnings||Cheyenne Gross|||||Lulu.com||||FL|                                ||||
72589|New Beginnings||Micheal J. Smith|||||Xlibris||||FL|                                ||||
60348|New Beginnings||Anastasia Elena S. M.|||||Xlibris UK||||FMX|                                ||||
45977|New Beginnings||K. N. Nguyen, Nicholas Walls, T. M. Lowe|||||DragonScript||||DNT| FM                             ||||
63381|New Beginnings||Brendan Terrick|||||FriesenPress||||FL|                                ||||
42769|NEW DIMENSION||Vito Di Cosimo|||||Lulu.com||||FL|                                ||||
67547|New Fire||David J. Peace|||||Lulu.com||||FL|                                ||||
45846|New Girl||Louise Park|||||Capstone Press||||YFG|                                ||||
10055|New Horizons||Michael Chatfield|||||MC Publishing Inc.||||FJ| FL                               ||||
79055|New Shoes||Susan Lynn Meyer|||||HOLIDAY HOUSE INC||||YXPB| YFT                               ||||
43084|Next||Kevin Waltman|||||CINCO PUNTOS PR||||YFR| 1KBB                               ||||
23897|Neznaemoe pole||Alexandr Gordin|||||YAM||||FM|                                ||||
26669|Nguoi tho dong ho (Ngu'i th' d'ng h')||Anna Erishkigal|||||Seraphim Press||||FRU|                                ||||
26163|Nicholas||Rene Goscinny, Jean-Jacques Sempé|||||Phaidon Press Ltd||||YFB|                               ||||
2777|Nicht von dieser Welt?||Erika Behrens|||||Books on Demand||||FB|                                ||||
25660|Nicky Noface & the Face Critters: The Boy Who Lost His Senses 1||Vaz Vimal, Vimal Vaz|||||LIGHTNING SOURCE INC||||YFH|                               ||||
66835|Night Cries||Mikki Sadil|||||Ebound Canada||||YFCF|                                ||||
78648|Night Kissed||Mila Young, Jordan Crow|||||Tarean Marketing||||FRT|                               ||||
52193|Night Of The Stalkers||Jason Rider|||||Bellissima Publishing LLC||||FMB|                                ||||
25576|Night Sky||Melanie Brockmann|||||SOURCEBOOKS FIRE||||YFC| YFE YFH                              ||||
18671|Night Voices, Night Journeys|||||||Kurodahan Press||||FM|                               ||||
64995|Night Watch||Annie Anderson|||||Annie Anderson||||FMX|                                ||||
4893|Nightmares!||Jason Segel, Kirsten Miller|||||Penguin Random House Children's UK||||YFD| YFH                              ||||
52569|Nightmares! 01||Jason Segel, Kirsten Miller|||||Random House LCC US||||YBCS1| 5AJ YBLJ YFB YFC YFD YXHB                         ||||
43397|Nightwish||Janet Breakfield|||||Outskirts Press||||FM|                                ||||
52158|Nine||Zach Hines|||||HarperCollins Publishers Inc||||YFG| YXG                               ||||
60836|Nineteen||Grace Huo|||||Xlibris AU||||DNT| FL                               ||||
41838|Niuk||Kabir Hossain|||||Lulu.com||||FLG|                                ||||
36702|No Escape||Noel Coughlan|||||Photocosmological Press||||FJ| FM                               ||||
56155|No Escape||Jacqueline Rayner|||||Badger Learning||||YFB|                                ||||
25518|No Lie, I Acted Like a Beast!: The Story of Beauty and the Beast as Told by the Beast||,Nancy Loewen|||||Capstone Press||||YFB|                              ||||
33843|No Me Gusta!||Luciana Savaget|||||PANAMERICANA PUB LLC||||YF|                                ||||
77374|No Name||Tim Tingle|||||7TH GENERATION||||YXQD| 1KBB YFJ                              ||||
50936|No One Needs to Know||Amanda Grace|||||FLUX||||YFN| YXB YXF                              ||||
13747|No Ordinary Boy: The Legends of King Arthur: Merlin, Magic, and Dragon||Tracey Mayhew|||||SWEET CHERRY PUBLISHING||||YFH| YFJ                             ||||
38843|No Pattern||T. J. Gonzales|||||Xlibris||||YFCF|                                ||||
43722|No Place Like Home||Janet Adele Bloss, Jessie Beebe|||||LifeRich Publishing||||FM| 5PGM FW                             ||||
7749|No Problem||Dayle Campbell Gaetz|||||ORCA BOOK PUBL||||YXLD2| SFC YFR YXJ                             ||||
50838|No Remorse||Eric Thomson|||||Sanddiver Books||||FLR|                                ||||
53868|No Skool Today: The Adventures of George Ewaganu||Andrew Cornibert|||||LIGHTNING SOURCE INC||||YFH|                                ||||
35388|No Stopping Her||Rebecca Elswick|||||GEMMA OPEN DOOR||||YFCF|                                ||||
70389|No!||Tracey Corderoy|||||TIGER TALES||||YFP| YFS                               ||||
76908|Noah Henry: Uma História de Arco-Íris||Deana Sobel Lederman|||||LIGHTNING SOURCE INC||||YF|                                ||||
50716|Noah Henry: Un cuento de arcoíris||Deana Sobel Lederman|||||LIGHTNING SOURCE INC||||YF|                                ||||
45734|Noahs Arche Mitmachbuch||Lois Rock|||||Brunnen-Verlag, Gießen||||YB|                               ||||
28193|Noah's Ark||Mark Waybeck|||||Xlibris||||FL|                                ||||
23900|Noah's New Phone||Educate Empower Kids, Dina Alexander|||||Educate and Empower Kids||||YXQF| YFB                              ||||
"45165|38688"|Nobody Owns the Sky: The Story of Brave Bessie Coleman||Reeve Lindbergh|||||CANDLEWICK BOOKS||||YFZR| 1KBB YFX                              ||||
66427|Noches Blancas: Tres Historias de Amor Inolvidables (Let It Snow: Three Holiday Romances)||John Green, Maureen Johnson, Lauren Myracle|||||PRH GRUPO EDIT USA||||YFM|                              ||||
"75227|33601"|Nochnoi dozor||Sergej Lukianenko|||||KNIZHNIK||||FL| 1DTA                               ||||
2815|NOIS²E||Charlie Pedersen|||||iUniverse||||FMH|                                ||||
49952|Nøkken: - et høsteventyr||Atle Lillehovde|||||INDEPENDENTLY PUBLISHED||||YFJ|                                ||||
52338|Nomaden||Michael Schreckenberg|||||JUHR Verlag||||FJ|                                ||||
51557|Nordic Lore: Ginnungagap to Asgard: Freyja's Schoolhouse Library: Norse Mythology: Vikings for Kids:||Nick Valkenhaus|||||NORHALLA LLC||||YDP| YFJ YFT                              ||||
171|Norman||Michelle Olson|||||Bellie Button Books||||YFB| YXD                               ||||
61957|Norman the Norman||Philip Ardagh|||||Barrington Stoke||||YFQ|                                ||||
69896|Not a Drop to Drink||Mindy McGinnis|||||KATHERINE TEGEN BOOKS||||YFC| YFM                               ||||
9387|Not All Frogs Are Green||Brenda Major, Mia Dawson|||||CHRISTIAN FAITH PUB INC||||YFK|                               ||||
24480|Not an Ordinary Philanthropist and Still Pressing On!: It's Like Riding a Bike. Except the Bike Is o||Asteriskphilanthropist|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
64559|Not Nice on Ice, Volume 10||Carolyn Keene|||||SIMON PULSE||||YFCF|                               ||||
46647|Not the End of the World||Geraldine McCaughrean|||||Oxford University Press||||YFC| 5AN YFT                              ||||
25196|Not Today||Mc Lee|||||Dreamspinner Press LLC||||YFB| 5PS YXB                              ||||
77057|Not Yet!||Janel Reid|||||PLEASANT WORD||||YFK|                                ||||
34242|Notebook: Lined Journal for Fairy Tale, Unicorn and Fabulous Creature Fans - Paperback, Diary Gift f||Unicorn Notes|||||INDEPENDENTLY PUBLISHED||||YFH|                              ||||
48925|Notebook: Mermaid Pattern (2) Simple Standard Weekly Planner 16-Month September 2018 Through Decembe||Desert Willow Books|||||INDEPENDENTLY PUBLISHED||||YFJ|                                ||||
19367|Notebook: Mermaid Pattern (3) Sea Green Banner Simple Standard Weekly Planner 16-Month September 201||Desert Willow Books|||||INDEPENDENTLY PUBLISHED||||YFJ|                                ||||
78945|Notizbuch mit Extras - Pferdefreunde - My Handlettering Journal|||||||Coppenrath F||||YBCH| 5JA WFU YBCH YBG YBL YZS                          ||||
3561|NOVEMBER||Parker|||||SPUL - SIMON PULSE||||YFH|                                ||||
49809|Now and Then||Rebecca J. Baldwin|||||AuthorHouse||||FMW|                                ||||
65752|Now Let Me Fly: The Story of a Slave Family||Dolores Johnson|||||ALADDIN||||YF|                                ||||
77586|Nowhere||Art Marsicano|||||iUniverse||||FM|                                ||||
19282|Nowhere||Kate Ormand|||||Badger Learning||||YFB|                                ||||
30773|No-Wings||Ken E. Angell|||||iUniverse||||FJ| FL                               ||||
10744|N'sqnanamuksit Sqolj||Angela Jeffreys|||||OC Publishing||||YNNM| YFP                               ||||
58355|Nu-Ma||D. M. Culliford|||||FriesenPress||||FL|                                ||||
45048|Number Story 1 DI TORIE A NUMBAS: Small Book One English-Jamaican Creole||Anna|||||LUMPY PUB||||YBLC| YF                               ||||
22311|Number Story 1 SCÉAL NA N-UIMHREACHA: Small Book One English-Irish Gaelic||Anna|||||LUMPY PUB||||YBLC| YF                               ||||
5667|Number Story 1 ZENBAKIEN ISTORIOA: Small Book One English-Basque||Anna|||||LUMPY PUB||||YBLC| YF                               ||||
12566|Number Tracing and Practice||Sharon Asher|||||Cactus Pear Books LLC||||YBLC|                                ||||
19838|NUMBERS||Chris Mcclean|||||Creedom Publishing Company||||YBLC|                                ||||
35158|Numbers & Counting: Grade K|||||||BENDON PUB INTL||||YBLC|                                ||||
75512|Numbers 1 to 100 Flash Cards: Numeros del 1 Al 100|||||||SCHOOL SPECIALTY INC||||YBLC|                                ||||
24816|Numbers 1 to 26 Flash Cards, Grades Pk - 1|||||||SCHOOL SPECIALTY INC||||YBLC|                               ||||
76213|Numbers 1-20||Roger Priddy|||||Priddy Books||||YBLC|                                ||||
35483|Numbers, Shapes, and Colors||Jennifer Lynch|||||NEWMAN SPRINGS PUB INC||||YBLD| YBLH                             ||||
45753|Números||Ana Cristina Gluck|||||LIGHTNING SOURCE INC||||YF|                                ||||
26082|NUMMERN||Paul Sanker, Enzo Asui, Peter Stohl, Werner Karl, |||||p.machinery||||FL|                            ||||
"48509|48551"|Nur ein Roman||Riccardo Rilli|||||tredition||||FB|                                ||||
44936|Nutritionist Only Because Multitasking Ninja Is Not an Actual Job Title: It's Like Riding a Bike. Ex||Thithianutritionist|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
51435|O Escritor (Português do Brasil): As aventuras de Azakis e Petri|||||||TEKTIME||||FM|                                ||||
73265|O Ladrao e o Assassino||Moacir Moreno|||||LIGHTNING SOURCE INC||||FM|                                ||||
32932|O Outro Lado||Chaiene Santos|||||INDEPENDENTLY PUBLISHED||||FLPB|                                ||||
63872|O Regresso: As aventuras de Azakis e Petri||Danilo Clementoni|||||LIGHTNING SOURCE INC||||FM|                                ||||
43893|'O Tafaoga a 'Alise i le Nu'u o Mea Ofoofogia: Alice's Adventures in Wonderland in Samoan||Lewis Carroll|||||EVERTYPE||||YFA| YFH                               ||||
38997|O Vermelho||Jack London|||||ContraatircsE||||FL| FR                               ||||
71581|Oaky||Marin Darmonkow|||||LIGHTNING SOURCE INC||||YFM|                                ||||
"74989|19784"|Oasis||R. W. Laidlaw|||||FriesenPress||||FJ| FL                               ||||
63165|Oasis of Peace||Joseph Livingston, Tony Fitzpatrick|||||Olympia Publishers||||YFH|                               ||||
34662|Obsessive||Diane Saks|||||iUniverse||||YFB| YXW                               ||||
61516|OBSIDIAN||Mike S McCoy|||||Blaster Tech||||FMW|                                ||||
16457|Octavian||Robert Ventura, Ray Ventura|||||AuthorHouse||||FL|                               ||||
4338|October, October||Katya Balen|||||Bloomsbury UK||||YFB| YFP                              ||||
54408|Odd & True||Cat Winters|||||Abrams||||YFD| YFT 3MPBA                              ||||
46039|Odd Girl Out||Melody Carlson|||||WhiteSpark||||YXHB| 5PGM YFK                              ||||
13713|Oddity||Eli Brown|||||Walker Books Ltd||||YFB| YFC YFH YFT                             ||||
68245|Odessa||Jonathan Hill|||||Oni Press,US||||XADC| YFG                              ||||
2563|Odysseus||Benjamin Hulme-Cross|||||Bloomsbury Publishing PLC||||YPCA21| 5AR 2ACB YFC YFJ                            ||||
47578|Of Myth and Shadow||Cox S Matthew|||||Division Zero Press||||FMB|                                ||||
1490|of serpent born||Jacqueline Zacharias|||||Ragged Bears||||YFB|                                ||||
8150|Of Sound Mind||Jean Ferris|||||SUNBURST BOOKS||||YFN| YXF                               ||||
38363|Off The Grid||E. Denise Billups|||||BLURB INC||||FL| FM                               ||||
52868|Off the Pages||Alejandro Gonzalez|||||Alejandro A Gonzalez||||FL|                                ||||
32957|Offbeat||Megan Clendenan|||||ORCA BOOK PUBL||||YFN|                                ||||
18953|OFFSHORE||Michael Weisser|||||p.machinery||||FL|                                ||||
42785|Offside||Iain McLaughlin|||||Badger Learning||||YFB| YFR                               ||||
71806|Oh Where Oh Where Can You Be?||Kelly Schoon|||||Orange Hat Publishing||||YFCA|                                ||||
45268|Oh... What Will I Be?||C. J. Althammer|||||FRIESENPR||||YF|                                ||||
59775|Ohm||Prakash Sharma|||||Partridge Publishing||||FM|                                ||||
17429|Old and New||Sian Smith|||||CAPSTONE PR||||YBLF|                                ||||
78243|Old Friends||Montgomery Monette Hess|||||Xlibris||||YFH|                                ||||
70775|Old Friends, New Friends||Patricia Hall|||||SIMON SPOTLIGHT||||YXHB| YF                              ||||
67483|Old Man's War 01||John Scalzi|||||Macmillan USA||||FLR| FLU                               ||||
78939|Oliver and Friends||Johanna Cona|||||Christian Faith Publishing, Inc||||YPCA21| 5PGM YFK                             ||||
25650|Olivia's Curtain Call||Lyn Gardner|||||Nosy Crow Ltd||||YFN| YFS                               ||||
26212|Olivia's Enchanted Summer||Lyn Gardner|||||Nosy Crow Ltd||||YFB|                                ||||
57373|Ollie & Moon in Paris||Diane Kredensor|||||RANDOM HOUSE||||YFZZ| YFQ YXHB                              ||||
45098|OLtre le ALI||Sandy Rouse|||||LIGHTNING SOURCE INC||||FM|                                ||||
38808|Oma-Pass|||||||Coppenrath F||||VFXB| 5HKA 5HKF 5JA VFXB WZG WZS YBL                         ||||
"73706|31172"|Omega||Chirasan Cha|||||Xlibris||||FM|                                ||||
21100|On Fire: A Teen Wolf Novel||Nancy Holder|||||POCKET BOOKS||||YFZZ| YFD YFH                              ||||
28767|On My Desk Shared Reading Book||Chris Michaels|||||NEWMARK LEARNING LLC||||YBLC|                                ||||
76943|On the Case [With Decoder]|||||||SIMON SPOTLIGHT||||YFZZ| YFCF YFQ                              ||||
44689|On the Edge||Lesley Strutt|||||INANNA PUBN||||YXW| YF                               ||||
63800|On the Future / In Stories|||||||Books on Demand||||FLP|                                ||||
63238|On the Inside||Q. Sheree Smith|||||1st Book Library||||FL|                                ||||
77541|On Their Own: A Journey to Jamestown||Marie Stone|||||WHITE MANE PUB CO INC||||YFT| 1KBB                               ||||
29929|On Thin Ice||Matt Christopher|||||LITTLE BROWN & CO||||YFR|                                ||||
53890|On Your Toes||Beatrice Masini|||||Templar Publishing||||YFB|                                ||||
45536|Once & Future||Cori McCarthy, Amy Rose Capetta|||||Hachette Book Group USA||||YF| 5AP                              ||||
45513|Once There Was a Boy...||Oliver Jeffers|||||PHILOMEL||||YXHB| YFQ                               ||||
50811|Once Upon a Snowman (Disney Frozen)||Random House Disney|||||RANDOM HOUSE DISNEY||||YFZZ| YFJ YFQ                              ||||
15452|Once Upon a Thought||Rosanna M. Lomeo|||||LIGHTNING SOURCE INC||||YFH|                                ||||
28758|Once Upon a Virus: The Story of Ruben: A Bat Who Unintentionally Starts a Virus Learns about Friends||Sanchez Jessie|||||BOOKBABY||||YFQ|                                ||||
66148|Once...,||Bryan Ó Muimhneacháin|||||Paladin Books||||FM|                               ||||
55158|Once: Before Midnight; Golden; Wild Orchid||Cameron Dokey|||||SIMON PULSE||||YFJ| YFM YFN                              ||||
57772|One - Band 2||Nina Nell|||||Books on Demand||||FMX|                                ||||
45291|One by One||D. W. Gillespie|||||FLAME TREE PUB||||FMT| FK                               ||||
27734|One Gives Freely - Proverbs 11: 24: a Memory Verse Kids book||Krystena Lee|||||LIGHTNING SOURCE INC||||YFK|                                ||||
55275|One Hundred||Philip K. Dick, Ray Bradbury, Isaac Asimov|||||Positronic Publishing||||FJ| FL                             ||||
72979|One Last Word: Wisdom from the Harlem Renaissance||Nikki Grimes|||||BLOOMSBURY||||YDP| 1KBB YFT                              ||||
39064|One Man's War||Steven Savile|||||Aethon Books, LLC||||FJ| FL                              ||||
57126|One Night||Melanie Florence|||||JAMES LORIMER||||YXPB| 1KBC YF YXQD                             ||||
59755|One October||Steve Stratton|||||Innovo Publishing LLC||||YFCF| 5PGM YFK                              ||||
47244|One of Us||Craig Dilouie|||||ORBIT||||FMM| FB                               ||||
54938|One of Us||Jeannie Waudby|||||Chicken House Ltd||||YFCB| 5AL                               ||||
29794|One on One||Andrea Montalbano|||||Sourcebooks, Inc||||YFB|                               ||||
31880|One Time||Sharon Creech|||||HARPERCOLLINS||||YXHB| YF                               ||||
71673|One-Way Ticket||Peter Sarda|||||Highway 99 Press||||FF| FH                               ||||
24408|Only Human||Anthony Kee|||||Austin Macauley||||FLU|                                ||||
51380|Opa: In de achtbaan van het ziekenhuis||Sietse H. W. Werkman|||||LIGHTNING SOURCE INC||||YNHA|                                ||||
"34325|49068"|Opal||Jennifer L. Armentrout|||||Macmillan USA||||"YFG|YFM"|" YFH                               |  YFG                               "||||
25798|Opal Octapus Is Overwhelmed: Learn How to Reset and Destress||Ashley Bartley, Ashley Barkley|||||BOYS TOWN PR||||YXE| YF YXQ                             ||||
67697|Open Your Mind||Margarite Camaj|||||AUTHORHOUSE||||YFA|                                ||||
12712|Operatori di Pace: Per Amore e per una Stella e Per Amore e per Athena||Laura L. C. Allori|||||INDEPENDENTLY PUBLISHED||||FMX|                                ||||
17689|Opposites: English Edition||Kathy Knowles|||||NUNAVUMMI||||YPCA21| 1H YBLF YNM                             ||||
"5199|29837"|Opposition||Jennifer L. Armentrout|||||Entangled Publishing, LLC||||"YFG|YFM"|"                               |  YFG                               "||||
75276|Or Give Me Death: A Novel of Patrick Henry's Family||Ann Rinaldi|||||HARCOURT BRACE & CO||||YFX| 1KBB YFT                              ||||
"14403|50430"|Orange||Amy Culliford|||||CRABTREE ROOTS||||YPCA21| YBLD                               ||||
16574|Orden Vety||Evgenij Ni|||||YAM||||FB|                                ||||
77717|Ordination||Daniel Ford|||||Santa Fe Writer's Project||||FMB|                                ||||
42871|Orfeo||Martha Riva Palacio Obon|||||FONDO DE CULTURA ECONOMICA||||YFC|                                ||||
"893|77736|4976"|Origin||T. J. Marino|||||AuthorHouse||||FM|                                ||||
51223|Origins of Myth||N. J. Colesar|||||Entanglement Interactive||||FM|                                ||||
27701|Orison||Brandon Gray|||||LIGHTNING SOURCE INC||||YFD|                                ||||
46992|Orlandos Erzählungen - Atlantis 200.000 BC||Roland S. Herzhauser|||||Books on Demand||||FL|                                ||||
63833|Orleans||Sherri L. Smith|||||SPEAK||||YFP| 1KBB YFG                              ||||
6531|OS Mais Perigosos (the Most Dangerous in Portuguese)||Terri Fields|||||ARBORDALE PUB||||YFP|                                ||||
38344|Oscar||Patricia Martin|||||LIGHTNING SOURCE INC||||YF| 1KLCM                               ||||
45577|O'Shaughnessey||Jeremy McGuire|||||Outskirts Press||||YFJ|                                ||||
16378|Osoby z zewnatrz||Jorge Etcheverry|||||AV Akademikerverlag||||FL|                                ||||
"53980|71705"|Ostermalbuch|||||||Trötsch||||"YBL|A"|"                                |  YB                               "||||
26388|O'Sullivan Stew: A Tale Cooked Up in Ireland||Hudson Talbott|||||PUFFIN BOOKS||||YFJ|                                ||||
48550|Other World||Connie Whiteley|||||iUniverse||||FM|                                ||||
77738|Otherland||Louie Stowell|||||Nosy Crow Ltd||||YFG| YFH                               ||||
16067|Otherland||Dide|||||AuthorHouse UK||||FM|                                ||||
48134|Otherworld||Kayla Michelle|||||Lulu.com||||FM|                                ||||
15562|Otherworld||Jason Segel, Kirsten Miller|||||Oneworld Publications||||YFG| 5AN                              ||||
44079|Ottwins Reise: Dem Fischotter auf der Spur||Eva Thiele-Heiland|||||Verlag Edition Erlebnispä||||RNKH| JN                               ||||
77453|Our Colorful World: A Crayola (R) Celebration of Color||Mari C. Schuh|||||LERNER PUBN||||YBLD| YNA                               ||||
52736|Our Earth-Our Future||Yvonne B. Kane|||||iUniverse||||DNT| FM                               ||||
17597|Our First Caribou Hunt (Inuktitut)||Chris Giroux, Jennifer Noah|||||INHABIT MEDIA||||YFR| 1KBC 1QMP                             ||||
49748|Our Little Ones||M. D. Brine|||||Kessinger Publishing, LLC||||YFU|                               ||||
61379|Our Pet Rabbits||Suzy Senior|||||HarperCollins Publishers||||YPCA21| 4CD 2ACB YFB                             ||||
75761|Our Principal's Silly Story Collection: Our Principal Is a Frog!; Our Principal Is a Wolf!; Our Prin||Stephanie Calmenson|||||ALADDIN||||YFH| YFJ                               ||||
26938|Our Special World: My Friends||Liz Lennon|||||Hachette Children's Group||||YBL|                                ||||
68650|Our Tag Sale Shared Reading Book||Chris Michaels|||||NEWMARK LEARNING LLC||||YNPK|                                ||||
78925|Out at Home: A Choose Your Path Baseball Book||Lisa M. Bolt Simons|||||LAKE 7 CREATIVE||||YXFF| YFCA YFN YFR                             ||||
22438|Out in the Dark||Nicola Adams|||||Untreed Reads Publishing||||YNMH| YFB                               ||||
73163|Out of Heart||Irfan Master|||||Hot Key Books||||YFB| 5AN YXF                              ||||
3422|Out of Line [Graphic Reluctant Reader]||Alex Francis|||||Maverick Arts Publishing||||XADC| YF                               ||||
34828|Out Of The Ashes||Kelly Hashway|||||Limitless Publishing||||YFH|                                ||||
4388|Out of the Dust||Karen Hesse|||||SCHOLASTIC||||YFA| 1KBB YFT                              ||||
58525|Outbreak||Chris Ryan|||||Penguin Random House Children's UK||||YFB| 5AN                               ||||
76244|Outcaste||Ellen Renner|||||Hot Key Books||||YFHR| 5AN                               ||||
43151|Outcasts||Claire Mcfall|||||Floris Books||||YFCB| 1DDU GB S YFHR                              ||||
50631|Outlaw||Michael Morpurgo|||||HarperCollins Publishers||||YFC| 1DDU GB EMN                               ||||
24608|Outlaw: The Legend of Robin Hood||Tony Lee|||||CANDLEWICK BOOKS||||YFA|                                ||||
31310|Outside in||Maria V. Snyder|||||HARLEQUIN SALES CORP||||YFH|                                ||||
5631|Over and Over||Charlotte Zolotow|||||HARPERCOLLINS||||YXE| YF                               ||||
2769|Overcome||Lora Leigh|||||BERKLEY BOOKS||||FRT| FB                               ||||
40833|Overlook||Jon Mollison, Thomas Plutarch|||||Silver Empire||||FL|                               ||||
38794|Overture||B. R. Storm|||||Brandon Storm||||FM|                                ||||
29277|Owl at Home: Western Armenian Dialect||Arnold Lobel|||||LIGHTNING SOURCE INC||||YXE| YF                               ||||
8954|Owl's Eyes & Seeking a Spirit: Kootenai Indian Stories||Kootenai Culture Committee|||||FALCON PR PUB||||YFJ|                                ||||
13071|Oxford Children's Classics: Black Beauty||Anna Sewell|||||Oxford University Press||||YFA| YFP                               ||||
43164|Pace||K. M. Halpern|||||Epsilon Books||||FLQ|                                ||||
71632|Pacesetters;Betrayer Pr||Julia Folasade Afon|||||Macmillan Education||||YFB|                                ||||
65334|Pacific Rim: Man, Machines & Monsters||David S. Cohen|||||INSIGHT ED||||ATFX|                               ||||
14842|Pack a Bag! (Short Vowel Storybooks)||Suzanne I. Barchers|||||SHELL EDUC PUB||||YBLA| YF                               ||||
18155|Paddy the Puppy: Fairy Animals of Misty Wood||Lily Small|||||HENRY HOLT||||YXHB| YFH YFP                              ||||
9223|Pagan in Exile: Book Two of the Pagan Chronicles||Catherine Jinks|||||CANDLEWICK BOOKS||||YFT|                                ||||
63493|Pages & Co.: Tilly and the Map of Stories||Anna James|||||HarperCollins Publishers||||YFC| 5AK YFH                              ||||
62035|Pages & Co: Tilly and the Bookwanderers||Anna James|||||Harper Collins Publ. UK||||YFC| YFH                               ||||
57265|Páginas de deberes para infantil (Un libro de actividades a todo color para niños de 4 a 5 años - Vo||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
"44399|71530"|Páginas de deberes para preescolar (Un libro de actividades para ayudar a los niños a aprender las h||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
55346|Pain||Al Rhodes|||||Grosvenor House Publishing Limited||||FL|                                ||||
7359|Painkiller||Tim Collins|||||Badger Publishing||||YFB| 5AR                               ||||
64812|Palestina||Robert Chambers|||||Kessinger Publishing, LLC||||FM|                               ||||
68691|Pandemic||J. F. Bone|||||E-Kitap Projesi & Cheapest Books||||FL|                                ||||
14277|Pandemic||A. G. Riddle|||||Legion Books||||FL|                                ||||
"48350|8655|66856|6036"|Pandemic||Bobby Akart|||||Bobby Akart Inc.||||FLQ|                                ||||
52586|Pandora||Richard McCrohan|||||Lulu.com||||FJ| FL                               ||||
76571|Pangaea III|||||||Museworthy Inc.||||FL|                                ||||
3845|Panthéia²||Ellen L.|||||Le Lys Bleu Éditions||||FKW|                                ||||
25761|Papa Macho||Hector Camacho, Dustin Warburton|||||Pencil Werk Press||||YBL| YFB                              ||||
44814|Papagayo: The Mischief Maker||Gerald Mcdermott|||||HARCOURT BRACE & CO||||YFJ|                                ||||
76128|Paper Magic||Jeffery E. Doherty|||||IFWG Publishing||||YFH|                                ||||
55212|Papirossy||Dmitri Dergatchev|||||Matthes & Seitz Berlin||||FBA|                                ||||
45197|Para Eso Son Los Amigos||Valeri Gorbachev|||||NORMA||||YFP|                                ||||
5335|Paradox, Volume 1: Book I of the Nulapeiron Sequence||John Meaney|||||PYR||||FL|                               ||||
5550|Paragon||Karolina Wloch|||||Lulu.com||||FL|                                ||||
24863|Parks and Wrecks (Book 10): Generosity||Lori Haskins Houran|||||KANE PR||||YFG|                                ||||
34550|Parousia||Coulter Prehm|||||Westbow Press||||FM| 5PGM FW                              ||||
78388|Partners-Book Two||Melissa Good|||||Flashpoint Publications||||FL|                                ||||
19483|Party Bag||Veronica Parnell, Zoe Crutchley|||||CHRISTIAN FOCUS PUBN||||YFR|                               ||||
77919|Pas de trois||Gwladys Viscardi|||||Books on Demand||||FMR| 5PSL FM                              ||||
5936|Pasión||Karolyn Corzo Ornelas|||||Palibrio||||FM|                                ||||
53102|Pasqua: Impara a usare le forbici: Un grazioso libro delle attività per bambini per imparare a tagli||Papeterie Bleu Kids|||||GRAY & GOLD PUB||||YBG|                                ||||
31604|Passenger||Tygarjas Twyrls Bigstyck|||||Virtualbookworm.com Publishing||||FM|                                ||||
41871|Passi Felpati e Felini Alati: Harley's Venetian Adventure||Jerilyn McIntyre|||||LIGHTNING SOURCE INC||||YFP|                                ||||
26933|Pathfinder 2 - Zeitalter dVO: Götter & Magie||Robert Adducci, Amirali Attar Olyaee, Calder¬CaDav|||||Ulisses Spiel & Medien||||WDHW| FM WDHW                            ||||
50769|Pathfinder 2 - Zeitalter dVO: Völker & Machtgruppen||John Compton, Sasha Lindley Hall, Amanda Hamon, Mi|||||Ulisses Spiel & Medien||||FM| FM WDHW                           ||||
48718|Pathfinder Lost Omens Character Guide [P2]||Sasha Lindley Hall, John Compton, Amanda Hamon, Mi|||||Paizo Publishing, LLC||||WDHW|                            ||||
1388|Pathfinder Roleplaying Game: Book of the Damned||Paizo Staff|||||Paizo Publishing, LLC||||WDHW| WDM                              ||||
15567|Pathfinder Spielleiterhandbuch Taschenbuch||Cam Banks, Wolfgang Baur, Jason Bulmahn, Jim Butle|||||Ulisses Spiel & Medien||||WDHW| FMB WDHW                           ||||
71338|Patrol: An American Soldier in Vietnam||Walter Dean Myers|||||HARPERCOLLINS||||YFT|                                ||||
5503|Paul Bunyan||Stephen Krensky|||||FIRST AVENUE ED||||YFJ|                                ||||
