,itemID,meta,keyword,image,combined
566,61636,"['32744', '11046', '59059', '75730', '12237']",[''],"['62219', '17698', '21297', '49793', '72989']","['32744', '11046', '59059', '75730', '12237']"
567,42715,"['18601', '27940', '22459', '50300', '8344']",[''],[''],"['18601', '27940', '22459', '50300', '8344']"
568,32754,"['31619', '21256', '21741', '15229', '64170']","['14043', '73929', '4164|8343', '49255', '47018']","['10644', '72901', '77607', '37713', '31010']","['31619', '21256', '21741', '15229', '64170']"
569,72607,"['44728', '23288', '38698', '56990', '51489']",[''],[''],"['44728', '23288', '38698', '56990', '51489']"
570,6955,[''],[''],[''],['']
571,2399,"['39128', '52294', '14755', '66201', '18641']",[''],[''],"['39128', '52294', '14755', '66201', '18641']"
572,60216,"['15254', '53219', '51556', '36925', '1031']","['21820', '34248', '27207', '67943', '40321']","['34208', '61606', '78923', '60699', '11525']","['15254', '53219', '51556', '36925', '1031']"
573,26438,"['39744', '52821', '3374|67468', '12053', '122']","['36539', '63333', '52298', '67672', '7059']","['78923', '35755', '24813', '70146', '34208']","['39744', '52821', '3374|67468', '12053', '122']"
574,57977,"['1843', '71103', '61893', '15965', '67007']",[''],"['53055', '78084', '64768', '34338', '3175']","['1843', '71103', '61893', '15965', '67007']"
575,47675,[''],[''],[''],['']
576,51832,"['60073', '41451', '68858', '22508', '16354']",[''],"['59657', '78923', '11500', '1144', '28280']","['60073', '41451', '68858', '22508', '16354']"
577,29972,"['73560', '23603', '13933', '6277', '38935']",[''],[''],"['73560', '23603', '13933', '6277', '38935']"
578,33790,"['1874', '44864', '69426', '70417', '30060']",[''],"['8823', '23808', '8724', '75095', '49793']","['1874', '44864', '69426', '70417', '30060']"
579,45390,"['8158', '34004', '77143', '60287', '3228', '32181']",[''],[''],"['8158', '34004', '77143', '60287', '3228', '32181']"
580,11609,"['35281', '576', '41652', '73965', '56711']",[''],"['11344', '3045', '30051', '58248', '78923']","['35281', '576', '41652', '73965', '56711']"
581,73256,"['58890', '32467', '40331', '1162', '63303']","['76823', '66251', '66642', '6566', '49509']","['17872', '21133', '21297', '57119', '43771']","['58890', '32467', '40331', '1162', '63303']"
582,20740,"['57500', '35573', '50698', '53634', '46023']","['12383|28178', '14582', '58132', '22015', '47598']","['70146', '19524', '56094', '37365', '67391']","['57500', '35573', '50698', '53634', '46023']"
583,24746,"['7150', '49714', '35591', '45978', '40327']",[''],"['8461', '42190', '26476', '78003', '4714']","['7150', '49714', '35591', '45978', '40327']"
584,33956,"['53444', '11084', '49502', '64179', '73465']",[''],[''],"['53444', '11084', '49502', '64179', '73465']"
585,11253,[''],[''],[''],['']
586,5255,"['69873', '6531', '38', '24742', '70389']","['14498', '3535', '19528', '77376', '57304']","['8555|24640', '53916', '46401', '67827', '71909']","['69873', '6531', '38', '24742', '70389']"
587,24675,"['25686', '32235', '57450', '37199', '49247']","['23021', '17391', '57362', '29887', '40076']","['71909', '60752', '53916', '8555|24640', '2727|6732']","['25686', '32235', '57450', '37199', '49247']"
588,58404,"['64442', '49491', '25935', '61843', '2909']","['53795', '25568', '57226', '41730', '14867']","['2727|6732', '14400', '70146', '38072', '44505']","['64442', '49491', '25935', '61843', '2909']"
589,47464,"['64284|58677', '60170', '40134', '807', '72074']","['25146', '22808', '21386', '43066', '11827|69106']",[''],"['64284|58677', '60170', '40134', '807', '72074']"
590,39665,"['20409', '63797', '14650', '17180', '34565']",[''],[''],"['20409', '63797', '14650', '17180', '34565']"
591,18622,"['42347', '58179', '55409', '36318', '26178']","['38376', '39486', '15033', '60199', '15832']","['27267', '31326', '62539', '3747', '28850']","['42347', '58179', '55409', '36318', '26178']"
592,54066,"['71817', '26121', '59648', '13379', '67336']",[''],[''],"['71817', '26121', '59648', '13379', '67336']"
593,30229,"['29125', '1384', '50665', '12109', '8326']","['5773', '50977', '17644', '37704', '22084']","['864', '75626', '50089', '25409', '35101']","['29125', '1384', '50665', '12109', '8326']"
594,71353,"['16831', '38146', '63077|27069', '72244', '23978|24195']","['58984', '11170', '42379', '69063', '66511']",[''],"['16831', '38146', '63077|27069', '72244', '23978|24195']"
595,14037,"['73679', '26722', '42112', '10738', '29032']","['40455', '34548', '68205', '33937', '64152']","['78923', '17872', '60699', '31367|55762', '13226']","['73679', '26722', '42112', '10738', '29032']"
596,71784,"['72383', '77847', '40613', '70398', '32278']",[''],"['56763', '13226', '78084', '9104', '76222']","['72383', '77847', '40613', '70398', '32278']"
597,46951,"['8526', '46870', '47341', '70408', '11879', '18780']",[''],[''],"['8526', '46870', '47341', '70408', '11879', '18780']"
598,61514,"['35569', '47984', '52570', '30568', '23653']","['22998|52287', '65035', '33256', '32587', '72537']","['76385', '78084', '53055', '44505', '12277']","['35569', '47984', '52570', '30568', '23653']"
599,27259,"['43988', '6196', '6949', '1037', '34977']","['19816', '960', '19142', '3162|75647', '74889']","['78923', '24813', '63955', '44505', '3045']","['43988', '6196', '6949', '1037', '34977']"
600,45613,"['36285', '12567', '74544', '31538', '48357']",[''],[''],"['36285', '12567', '74544', '31538', '48357']"
601,22972,"['14504', '49548', '34915', '1950', '74523']","['75953', '6553', '33850', '57203', '3271']","['28850', '62219', '17872', '78923', '28496']","['14504', '49548', '34915', '1950', '74523']"
602,45435,"['76286', '68664', '77247', '65819', '42987']","['34757|18619', '14131', '52224', '41187', '57401']","['24813', '65151', '5003', '65419', '29012']","['76286', '68664', '77247', '65819', '42987']"
603,62993,"['24812|32559', '31660|11845', '23546', '78204', '66122']","['31660|11845', '60827', '74489', '77638', '53083|69396|46977']","['70343', '32191', '78617', '34368', '56748']","['31660|11845', '24812|32559', '23546', '78204', '66122']"
604,64509,"['46326', '34604', '56185', '68751', '1520']",[''],"['22520', '25202', '56094', '75851', '54970']","['46326', '34604', '56185', '68751', '1520']"
605,46931,"['49001', '32762', '43990', '77956', '48325']",[''],"['78923', '60699', '11525', '13226', '30319']","['49001', '32762', '43990', '77956', '48325']"
606,65465,"['38903', '6800', '43731', '61667', '32793']","['73133', '59267', '34586|53746', '46518', '38903']","['72267', '25560', '38089', '73485', '68876']","['38903', '6800', '43731', '61667', '32793']"
607,60384,"['5063', '62267', '10132', '64536', '48072']","['55497', '5063', '23113', '15963', '10132']","['29012', '55245', '21727', '70146', '45164']","['5063', '10132', '62267', '64536', '48072']"
608,31881,"['60730', '14408', '48684', '54640', '9384']",[''],[''],"['60730', '14408', '48684', '54640', '9384']"
609,67229,"['37756', '54309', '65708', '45658', '40918']",[''],[''],"['37756', '54309', '65708', '45658', '40918']"
610,58605,"['65799', '16390', '44299', '45309', '3682']",[''],[''],"['65799', '16390', '44299', '45309', '3682']"
611,6530,[''],[''],[''],['']
612,43304,"['25530', '48613', '35157', '19502', '58452']",[''],[''],"['25530', '48613', '35157', '19502', '58452']"
613,21179,"['75134', '69964', '8640', '43026', '21900']","['29726', '54433', '72327', '39645', '30381']","['44505', '78923', '13226', '29864', '69748']","['75134', '69964', '8640', '43026', '21900']"
614,28853,"['26405', '21629|46364|68269|11765|57568|9404|73276|48883|12951|15598|22148|67680|53682|38620|2722|68974|22555', '4744', '66335', '64560']","['26107', '78692', '59953', '74865', '77925']","['56551', '24813', '27799', '10325', '28850']","['26405', '21629|46364|68269|11765|57568|9404|73276|48883|12951|15598|22148|67680|53682|38620|2722|68974|22555', '4744', '66335', '64560']"
615,47632,"['40699', '3063', '39977', '25166', '15663']",[''],"['29916', '78923', '40807', '74904', '39733']","['40699', '3063', '39977', '25166', '15663']"
616,15039,"['51168', '4086', '71433', '40644', '15357']","['16723', '6486|39857', '63101', '72414', '37305|4515']","['49607', '59114', '2727|6732', '76251', '23082']","['51168', '4086', '71433', '40644', '15357']"
617,72722,"['49304', '41196', '466', '18661', '41555']",[''],"['70146', '29012', '73090', '19524', '1703|55568|65667|38419']","['49304', '41196', '466', '18661', '41555']"
618,45270,"['30391', '70501', '53120', '10895', '72160']","['70467|16649', '13936', '48386', '31659', '67047']","['27695', '23661', '44092', '70146', '35366']","['30391', '70501', '53120', '10895', '72160']"
619,61339,"['41451', '15869', '24742', '67557', '50211']",[''],"['44505', '60699', '52106', '4363', '9231']","['41451', '15869', '24742', '67557', '50211']"
620,48791,"['15744', '14971', '2003', '1280', '20102']",[''],"['11812', '13069', '11503', '73702|39650', '35755']","['15744', '14971', '2003', '1280', '20102']"
621,32110,"['12493', '65611', '35971', '60464', '44368|23513']",[''],"['60699', '13226', '5180', '14400', '57888']","['12493', '65611', '35971', '60464', '44368|23513']"
622,33558,"['37063', '6601', '1808', '3308', '34905']",[''],[''],"['37063', '6601', '1808', '3308', '34905']"
623,21639,"['17908', '20798|6981|3736', '24448', '42868', '68957']",[''],"['41161', '77731', '61280', '34225', '16216']","['17908', '20798|6981|3736', '24448', '42868', '68957']"
624,47838,"['12447', '12124', '47837', '8377', '13250']","['31975', '14876', '9353', '18625', '4782']","['23808', '60699', '78923', '73455', '58232']","['12447', '12124', '47837', '8377', '13250']"
625,78241,"['14265', '32231', '4944', '34283', '33408']",[''],"['78923', '35755', '27340', '73806', '13226']","['14265', '32231', '4944', '34283', '33408']"
626,6413,"['67788', '53745', '55219', '66996', '3962']",[''],[''],"['67788', '53745', '55219', '66996', '3962']"
627,27334,"['71391', '43624', '31788', '47213', '23229']","['71391', '31788', '47213', '43624', '27816']","['47756', '31367|55762', '22529', '28850', '72938']","['71391', '43624', '31788', '47213', '23229']"
628,3425,"['60370', '21715', '62386', '53159', '35582']","['19191', '17259', '28503', '63945', '72511']","['44505', '78923', '49607', '23510', '11500']","['60370', '21715', '62386', '53159', '35582']"
629,29779,"['29629', '51131', '3230', '30627', '60287']","['50100', '74006', '53454', '61161', '25814']","['28850', '24866', '72989', '65092', '19912']","['29629', '51131', '3230', '30627', '60287']"
630,45827,"['45445', '20889', '60047', '38522', '41217']","['15293', '18198', '74424', '21078', '41616']","['49747', '17098', '19209', '39918', '14514']","['45445', '20889', '60047', '38522', '41217']"
631,39627,"['77534', '36531', '58516', '68931', '40382']",[''],[''],"['77534', '36531', '58516', '68931', '40382']"
632,39590,"['8172', '35281', '576', '56711', '41652']",[''],[''],"['8172', '35281', '576', '56711', '41652']"
633,1103,"['65110', '12144', '30470', '56077', '14173']",[''],[''],"['65110', '12144', '30470', '56077', '14173']"
634,74813,"['76034', '7698', '45772', '10177', '65221']",[''],[''],"['76034', '7698', '45772', '10177', '65221']"
635,39000,"['17252', '20749', '15554', '58236', '56912']",[''],[''],"['17252', '20749', '15554', '58236', '56912']"
636,10434,"['15238', '4655', '51597', '38696', '46671']",[''],[''],"['15238', '4655', '51597', '38696', '46671']"
637,18320,"['24329', '48722', '38667', '77981', '11616']","['29031', '78777', '18390', '67278', '43773']","['70146', '35755', '50032', '14189', '19524']","['24329', '48722', '38667', '77981', '11616']"
638,47893,"['9035', '58019', '14090', '20876', '57687']",[''],[''],"['9035', '58019', '14090', '20876', '57687']"
639,10426,"['29196', '34650', '1723', '77940', '6874']","['48151', '41376', '47080', '46122', '46271|8697']","['78923', '44505', '14400', '3355', '21757']","['29196', '34650', '1723', '77940', '6874']"
640,9179,"['22269', '64461', '22023', '76859', '62044']","['5107', '54134', '944', '66090', '32661']","['23510', '54331', '69035', '32568', '50998']","['22269', '64461', '22023', '76859', '62044']"
641,58906,"['42556', '16265', '16974', '66145', '35641']",[''],"['11133', '75940', '51500|47151|33827', '46448', '17872']","['42556', '16265', '16974', '66145', '35641']"
642,51702,"['57258', '28318', '50350', '7699', '4500']",[''],[''],"['57258', '28318', '50350', '7699', '4500']"
643,35470,"['20479', '61031|39877', '115', '22489', '68667']",[''],"['52106', '39918', '49793', '17702', '44505']","['20479', '61031|39877', '115', '22489', '68667']"
644,30816,"['13696', '10385', '40855', '32721', '56244']",[''],"['3757', '44816', '29012', '60699', '22520']","['13696', '10385', '40855', '32721', '56244']"
645,69589,"['37513', '15847', '72544', '29557|51643', '77544']",[''],"['28855', '1270', '41365', '10855', '44816']","['37513', '15847', '72544', '29557|51643', '77544']"
646,8109,"['25638', '37080|47693', '9316', '52382', '1728']","['13957', '58507', '7499', '15036', '32842']","['60699', '24813', '70146', '29012', '78923']","['25638', '37080|47693', '9316', '52382', '1728']"
647,62276,"['37836', '34600', '23837', '44370', '64124']",[''],[''],"['37836', '34600', '23837', '44370', '64124']"
648,64534,"['53489', '25763', '3159', '46503', '30233']","['29743', '37704', '67608', '4075', '61848']","['77493', '42905', '11491', '50122', '54139']","['53489', '25763', '3159', '46503', '30233']"
649,5300,"['21470', '55547', '45770', '31696', '71543']",[''],[''],"['21470', '55547', '45770', '31696', '71543']"
650,54461,"['36947', '35169', '78130', '69757', '14086']","['47611', '56398', '51138', '16292', '27479']","['78923', '44505', '17430', '2942', '76514']","['36947', '35169', '78130', '69757', '14086']"
651,10326,"['68599', '8245', '31288', '8645', '13171', '37977']",[''],[''],"['68599', '8245', '31288', '8645', '13171', '37977']"
652,1071,"['11466', '9927', '78495|68911|30959', '25485', '75634']","['63679', '29425', '14953', '19383', '69374']","['2194|78235|14568', '39483', '41161', '57230', '38453']","['11466', '9927', '78495|68911|30959', '25485', '75634']"
653,20234,"['57959', '77061', '42792', '77003', '58452']","['69310', '52856', '15865', '55427', '14756']","['34126', '49973', '50264', '73188', '5535']","['57959', '77061', '42792', '77003', '58452']"
654,4525,"['62585', '61042', '73421', '52064', '38279', '10644']",[''],[''],"['62585', '61042', '73421', '52064', '38279', '10644']"
655,62509,"['68218', '6001', '38399', '2800', '41528']",[''],[''],"['68218', '6001', '38399', '2800', '41528']"
656,39941,"['35222', '66448', '11256', '5718', '48621']",[''],"['17872', '22414', '43915', '34368', '18997']","['35222', '66448', '11256', '5718', '48621']"
657,3583,"['5788|29698|29113', '41174|9689|46001|59150|43193', '30198|61499', '63255|3865|32408', '53500|46948|10980']",[''],[''],"['5788|29698|29113', '41174|9689|46001|59150|43193', '30198|61499', '63255|3865|32408', '53500|46948|10980']"
658,35236,"['29032', '42385', '26722', '16737', '39788']",[''],"['29012', '44816', '65535', '13930', '17872']","['29032', '42385', '26722', '16737', '39788']"
659,42326,"['9580', '11942', '47269', '10889', '20733']",[''],[''],"['9580', '11942', '47269', '10889', '20733']"
660,22868,"['57552', '21610', '18747', '45675', '33378']",[''],"['49607', '49747', '77156', '56551', '2727|6732']","['57552', '21610', '18747', '45675', '33378']"
661,28533,"['77477', '67562', '69153', '77202', '69388']",[''],[''],"['77477', '67562', '69153', '77202', '69388']"
662,61752,"['56999', '76996', '38811', '60145', '62222']","['56473', '13649', '66461', '47752', '11730']","['29012', '19524', '28855', '70146', '23661']","['56999', '76996', '38811', '60145', '62222']"
663,45955,"['45910', '3983', '1960', '26722', '72711']","['5296|31212', '76933', '35912', '29636', '65451']","['78923', '24813', '40355', '41365', '47939|36625']","['45910', '3983', '1960', '26722', '72711']"
664,3166,"['42391', '10063', '4052', '59030', '45261']",[''],"['60699', '49793', '44816', '72989', '28850']","['42391', '10063', '4052', '59030', '45261']"
665,1168,"['17176', '39029', '3308', '6601', '1808']",[''],[''],"['17176', '39029', '3308', '6601', '1808']"
666,259,"['75458', '19512', '65564', '61741', '36475']",[''],[''],"['75458', '19512', '65564', '61741', '36475']"
667,60087,"['15336', '63287', '4509', '24052', '56590']",[''],[''],"['15336', '63287', '4509', '24052', '56590']"
668,12311,"['53376', '39826', '50256', '43897', '71005']","['53772', '27595', '67746', '48958', '12182']","['60699', '2833', '6584', '40324', '58699|44677']","['53376', '39826', '50256', '43897', '71005']"
669,66633,"['51011', '44912', '71004', '21487', '5546']",[''],[''],"['51011', '44912', '71004', '21487', '5546']"
670,65860,"['70392', '46230', '52736', '78078', '20594']","['44569', '44257', '42755', '51436', '32764']","['78923', '25202', '55353', '10012', '35755']","['70392', '46230', '52736', '78078', '20594']"
671,52748,"['54714', '64365', '26802', '1723', '18155']",[''],[''],"['54714', '64365', '26802', '1723', '18155']"
672,35638,"['4571', '51884', '16067', '56925', '24159']",[''],"['60699', '63955', '44505', '24813', '3722']","['4571', '51884', '16067', '56925', '24159']"
673,23349,"['64040', '20162|33725', '8099', '21872', '7690']",[''],"['47939|36625', '62853', '27901', '23751', '71156']","['64040', '20162|33725', '8099', '21872', '7690']"
674,30313,"['36686', '39647', '56088', '11833', '29095']","['27616', '33160', '61742', '63212', '6535']",[''],"['36686', '39647', '56088', '11833', '29095']"
675,5498,"['76852|45816|42304', '65049|48133|74480', '11869|12467|70835', '70411', '40960|4453|64769']","['22282', '7964', '27580', '45718', '67552']",[''],"['76852|45816|42304', '65049|48133|74480', '11869|12467|70835', '70411', '40960|4453|64769']"
676,45424,[''],[''],[''],['']
677,15472,"['17004', '1531', '21122|58451', '73910', '29019']","['68045', '74790', '78515', '75693', '28072']","['60699', '78923', '70146', '24813', '18997']","['17004', '1531', '21122|58451', '73910', '29019']"
678,13056,"['22023', '18781', '76859', '76617', '19541']","['65011', '24066', '42101', '2822', '30146|52510']","['50089', '25409', '49793', '72989', '31367|55762']","['22023', '18781', '76859', '76617', '19541']"
679,14122,"['195', '38977', '23904', '21607', '17854']",[''],[''],"['195', '38977', '23904', '21607', '17854']"
680,50582,"['78279', '68138', '43824', '56121', '58107']",[''],"['70146', '24813', '25161', '29012', '78923']","['78279', '68138', '43824', '56121', '58107']"
681,38840,"['69308', '56103', '67355', '69513', '25702']","['12834', '52552', '4403', '71721', '48314']","['70146', '43692', '39954', '42190', '13448']","['69308', '56103', '67355', '69513', '25702']"
682,63023,[''],[''],[''],['']
683,8516,"['6828', '51052', '78188', '48700', '3690']","['19588', '45293', '31931', '31390', '40853']","['10644', '32191', '77607', '14509', '3223']","['6828', '51052', '78188', '48700', '3690']"
684,47014,"['55658', '54718', '78558', '67497', '28052']",[''],"['64768', '12277', '78084', '45904', '61127']","['55658', '54718', '78558', '67497', '28052']"
685,49396,"['70925', '63402', '40439', '53755', '74449']","['42083', '19468', '1100', '38826', '3130']","['78084', '59657', '29864', '37901', '44505']","['70925', '63402', '40439', '53755', '74449']"
686,75774,"['68864', '37736', '53390', '58393', '36271']","['72618', '53017', '2351', '72349', '68558']",[''],"['68864', '37736', '53390', '58393', '36271']"
687,13180,"['76893', '78526', '49546', '55017', '19483']","['10529', '53625|4617', '55246', '18282', '31462']","['78923', '49793', '74904', '13226', '11344']","['76893', '78526', '49546', '55017', '19483']"
688,16340,"['12431', '76044', '19533', '23791', '26186']","['17840', '32689', '2749', '45891', '46455']","['9610', '44816', '51500|47151|33827', '20888', '27588']","['12431', '76044', '19533', '23791', '26186']"
689,78314,"['58620', '47984', '30568', '35569', '52843']",[''],[''],"['58620', '47984', '30568', '35569', '52843']"
690,1460,"['14343', '9211', '51342', '67309', '55263']",[''],[''],"['14343', '9211', '51342', '67309', '55263']"
691,38005,"['26267', '45978', '23423', '49714', '40327']",[''],"['17342', '9231', '44505', '58232', '27026']","['26267', '45978', '23423', '49714', '40327']"
692,42622,"['68287', '71518', '37350', '21977', '72881']",[''],[''],"['68287', '71518', '37350', '21977', '72881']"
693,38523,"['78889', '66108', '19474', '76264', '44022']",[''],"['78923', '28855', '44816', '73090', '17872']","['78889', '66108', '19474', '76264', '44022']"
694,74041,[''],[''],[''],['']
695,37011,"['8950', '7709', '45317', '35093', '52244']",[''],[''],"['8950', '7709', '45317', '35093', '52244']"
696,6288,"['61931', '12978', '58556', '46870', '78879']",[''],[''],"['61931', '12978', '58556', '46870', '78879']"
697,62728,[''],[''],[''],['']
698,15949,[''],[''],[''],['']
699,15715,"['42758', '73135', '12439', '34213|33017', '42261']","['66839', '13843', '41383', '21761', '71467']",[''],"['42758', '73135', '12439', '34213|33017', '42261']"
700,10097,"['32120', '67495', '13065', '65215', '68479']",[''],"['37691', '73702|39650', '67819', '11503', '78177']","['32120', '67495', '13065', '65215', '68479']"
701,66177,"['28704', '30540', '72691', '66314', '17647']",[''],"['36067', '52324', '50415|46203', '40158', '307']","['28704', '30540', '72691', '66314', '17647']"
702,16746,"['60493', '16355', '2558', '13266', '29713']","['17478', '56738', '246', '65809', '31583']","['57230', '11901', '74522', '39483', '68075']","['60493', '16355', '2558', '13266', '29713']"
703,18879,"['31186', '52094', '46192', '1048', '21325']",[''],[''],"['31186', '52094', '46192', '1048', '21325']"
704,7655,"['26523', '5536', '3571', '64780', '74996']",[''],[''],"['26523', '5536', '3571', '64780', '74996']"
705,53378,"['11280', '48707', '74992', '27300', '62241']",[''],"['39803', '58155', '47756', '3045', '72575']","['11280', '48707', '74992', '27300', '62241']"
706,15167,[''],[''],[''],['']
707,33517,"['69535', '50811', '58817', '44085', '54638']","['38892', '4386', '7635', '65550', '10977']","['24813', '60699', '2727|6732', '44801', '68716']","['69535', '50811', '58817', '44085', '54638']"
708,2975,"['39788', '73679', '10738', '1960', '29150']",[''],[''],"['39788', '73679', '10738', '1960', '29150']"
709,62454,"['46030', '6837', '44297', '64983', '62532']",[''],[''],"['46030', '6837', '44297', '64983', '62532']"
710,51133,"['52221', '28064', '37173', '2912', '53167']",[''],"['76550', '63487', '55681', '78923', '29588']","['52221', '28064', '37173', '2912', '53167']"
711,71805,[''],[''],[''],['']
712,67073,"['24303', '12559', '25515', '76113', '42628']","['24303', '2326', '22123', '42175', '54597']","['44816', '72989', '13226', '21297', '78923']","['24303', '12559', '25515', '76113', '42628']"
713,77384,"['54847', '13708', '29339', '13094', '64396']","['12525', '28753', '17351', '28763', '39493']","['22199', '34515', '22392', '19647', '11803']","['54847', '13708', '29339', '13094', '64396']"
714,5844,[''],[''],[''],['']
715,52718,"['24450', '28794', '38602', '73843', '24830']",[''],"['28850', '62219', '74904', '33383', '4970']","['24450', '28794', '38602', '73843', '24830']"
716,15767,"['76769', '39747', '29396', '67740', '70183']","['13505', '58528', '62973', '66270', '73651|7775']","['78923', '44505', '52014', '9610', '6974']","['76769', '39747', '29396', '67740', '70183']"
717,45935,"['52382', '53030', '4104', '58880', '11032']","['47358', '20110', '9306', '5151', '5186']","['2727|6732', '7739', '40611', '19524', '35755']","['52382', '53030', '4104', '58880', '11032']"
718,2142,"['39551', '60323', '33865', '42383', '18077']",[''],[''],"['39551', '60323', '33865', '42383', '18077']"
719,31637,"['76374', '48550', '49315', '37736', '34623']",[''],[''],"['76374', '48550', '49315', '37736', '34623']"
720,31129,"['74056', '25085', '71256', '49030', '37130|70630']",[''],[''],"['74056', '25085', '71256', '49030', '37130|70630']"
721,76150,"['39189', '34500', '11842', '27330', '11058']",[''],[''],"['39189', '34500', '11842', '27330', '11058']"
722,75867,"['46668', '22000', '39537', '28040', '2795']","['63212', '47029', '32580|49928', '31820', '26775']","['28855', '40611', '44816', '23661', '10325']","['46668', '22000', '39537', '28040', '2795']"
723,24085,"['15265', '54234|76475|73132', '71828', '61017', '27770']","['63801', '6802', '35228', '57208', '34809']",[''],"['15265', '54234|76475|73132', '71828', '61017', '27770']"
724,13973,"['2203', '43608', '47044', '62960', '78389']","['19981', '23755', '77418|35269', '45121', '63904']","['57230', '39483', '43682', '55782', '38453']","['2203', '43608', '47044', '62960', '78389']"
725,70180,"['54623', '34436', '41142', '66896', '50848']",[''],"['28855', '3757', '73090', '46249', '78923']","['54623', '34436', '41142', '66896', '50848']"
726,77574,"['36262', '576', '35281', '41652', '73965']","['36262', '61426', '70339', '35364', '31473']","['78923', '28855', '23005', '24813', '70146']","['36262', '576', '35281', '41652', '73965']"
727,62162,"['64180', '35785', '516', '31110', '15781']",[''],"['52106', '39918', '49747', '8823', '78084']","['64180', '35785', '516', '31110', '15781']"
728,40017,"['33216', '38183', '23258', '53169', '20955']","['52597', '40238', '47783', '55482', '280']",[''],"['33216', '38183', '23258', '53169', '20955']"
729,49479,"['14977', '37379', '445', '961', '76906']",[''],"['41161', '52106', '77731', '8823', '49607']","['14977', '37379', '445', '961', '76906']"
730,9036,"['6552', '6839', '39348', '38613', '54264']",[''],[''],"['6552', '6839', '39348', '38613', '54264']"
731,14314,"['66553', '64901', '4833', '5739', '22764']",[''],"['60699', '50336', '23808', '13226', '78084']","['66553', '64901', '4833', '5739', '22764']"
732,54145,"['61626', '71967', '53572', '5979', '58025']",[''],[''],"['61626', '71967', '53572', '5979', '58025']"
733,36939,"['78499', '23196', '46264', '41797', '11821']",[''],[''],"['78499', '23196', '46264', '41797', '11821']"
734,13269,"['32246', '19937', '39090', '52305', '34668']","['21220', '60710', '50586', '30967', '66232']","['37491', '11901', '20344', '59480', '37603']","['32246', '19937', '39090', '52305', '34668']"
735,24486,"['67652', '66046', '52305', '63081', '1224']",[''],[''],"['67652', '66046', '52305', '63081', '1224']"
736,31685,"['21887', '70204', '56621', '69176', '78186']","['40399', '23870', '41587', '46921', '50165']","['20806', '37863', '59598', '10644', '43682']","['21887', '70204', '56621', '69176', '78186']"
737,55613,"['50803', '71531', '37023', '38548', '70704']","['23943|4981', '24883', '42809', '47717', '40792']",[''],"['50803', '71531', '37023', '38548', '70704']"
738,10307,"['35061', '72711', '16737', '19689', '73036']","['42801', '38460', '52484', '71361', '63704']","['44816', '28855', '22328', '19524', '43978']","['35061', '72711', '16737', '19689', '73036']"
739,31085,"['75101', '30718', '5601', '6601', '1808']",[''],[''],"['75101', '30718', '5601', '6601', '1808']"
740,12152,"['76859', '22023', '62044', '71823', '28901']",[''],[''],"['76859', '22023', '62044', '71823', '28901']"
741,1399,"['15135', '7812', '8563', '77511', '27722']",[''],[''],"['15135', '7812', '8563', '77511', '27722']"
742,47621,"['39036', '23931', '16210', '8370', '47378']","['42330', '20760', '9714', '59089', '24057']","['69324|49121', '40611', '2727|6732', '44816', '28855']","['39036', '23931', '16210', '8370', '47378']"
743,77524,"['13867|17947', '34192|74740', '7435|65366', '62965|58615', '75377|28429']",[''],[''],"['13867|17947', '34192|74740', '7435|65366', '62965|58615', '75377|28429']"
744,72017,"['11465', '51993', '18392|12748', '60109', '63559']",[''],[''],"['11465', '51993', '18392|12748', '60109', '63559']"
745,68427,"['63291', '76742', '23439', '25521', '17001']","['39546', '37316', '47131', '39361', '52673']","['30613', '43007', '53055', '42300', '12277']","['63291', '76742', '23439', '25521', '17001']"
746,45238,[''],[''],[''],['']
747,1777,"['78179', '52005', '65813', '48031', '37433']",[''],[''],"['78179', '52005', '65813', '48031', '37433']"
748,64596,"['77523', '15247', '2540', '43876', '661']",[''],[''],"['77523', '15247', '2540', '43876', '661']"
749,53660,"['35222', '5718', '13840', '55311', '46961']",[''],"['39803', '36933', '76514', '53055', '60785']","['35222', '5718', '13840', '55311', '46961']"
750,53793,"['28629', '14346', '78553', '35498', '63382']",[''],"['78923', '44505', '21757', '18991', '2942']","['28629', '14346', '78553', '35498', '63382']"
751,53003,"['43532', '52807', '24240', '34218', '44632']",[''],[''],"['43532', '52807', '24240', '34218', '44632']"
752,30144,[''],[''],[''],['']
753,59985,"['40960', '56492', '9284', '31880', '27834']","['56492', '62599', '45465', '1605', '48441']","['49607', '52106', '1800', '44816', '29864']","['56492', '40960', '9284', '31880', '27834']"
754,5384,"['22325', '11741|29129', '29088', '61542|40930', '60232']","['40364', '64399', '14545', '59772', '29014']","['21133', '66410', '68793', '39255', '78178']","['22325', '11741|29129', '29088', '61542|40930', '60232']"
755,70911,"['33826', '51585', '2983', '28311', '8593']","['49097', '49481', '72284', '67323', '2594']","['60668', '32191', '47756', '43715|56922|48119', '4482']","['33826', '51585', '2983', '28311', '8593']"
756,54790,"['38843', '30464', '16486', '16690', '70981']",[''],"['47939|36625', '27901', '61280', '34225', '62219']","['38843', '30464', '16486', '16690', '70981']"
757,66903,"['15802', '48676', '66191', '28633', '31853']","['53012', '52720', '8201', '63282', '37302']",[''],"['15802', '48676', '66191', '28633', '31853']"
758,49099,"['73947', '31310', '57521', '544|55745', '59459']","['63628', '2371', '72336', '32052', '77090']",[''],"['73947', '31310', '57521', '544|55745', '59459']"
